-5	613	618	61113	5	udance.maxqs
-5	613	618	56874	5	udance.maxqs
-5	613	618	48537	5	udance.maxqs
-5	613	618	53988	5	udance.maxqs
-5	613	618	56204	5	udance.maxqs
0	618	618	48537	5	udance.incremental
0	618	618	53988	5	udance.incremental
0	618	618	61113	5	udance.incremental
0	618	618	56204	5	udance.incremental
0	618	618	56874	5	udance.incremental
0	618	618	56204	5	placement
0	618	618	48537	5	placement
0	618	618	56874	5	placement
0	618	618	53988	5	placement
0	618	618	61113	5	placement
3	621	618	56880	10	udance.maxqs
3	621	618	56874	10	udance.maxqs
3	621	618	57661	10	udance.maxqs
3	621	618	63169	10	udance.maxqs
3	621	618	61113	10	udance.maxqs
3	621	618	24985	10	udance.maxqs
3	621	618	53988	10	udance.maxqs
3	621	618	50138	10	udance.maxqs
3	621	618	56204	10	udance.maxqs
3	621	618	48537	10	udance.maxqs
0	618	618	53988	10	udance.incremental
0	618	618	63169	10	udance.incremental
0	618	618	24985	10	udance.incremental
0	618	618	50138	10	udance.incremental
0	618	618	48537	10	udance.incremental
0	618	618	57661	10	udance.incremental
0	618	618	61113	10	udance.incremental
0	618	618	56204	10	udance.incremental
0	618	618	56874	10	udance.incremental
0	618	618	56880	10	udance.incremental
0	618	618	56874	10	placement
0	618	618	57661	10	placement
0	618	618	53988	10	placement
0	618	618	63169	10	placement
0	618	618	48537	10	placement
1	619	618	50138	10	placement
1	619	618	56880	10	placement
0	618	618	61113	10	placement
0	618	618	24985	10	placement
0	618	618	56204	10	placement
1	619	618	49428	20	udance.maxqs
1	619	618	60809	20	udance.maxqs
1	619	618	54541	20	udance.maxqs
1	619	618	55165	20	udance.maxqs
1	619	618	24985	20	udance.maxqs
1	619	618	61113	20	udance.maxqs
1	619	618	56204	20	udance.maxqs
1	619	618	63169	20	udance.maxqs
1	619	618	61987	20	udance.maxqs
1	619	618	57193	20	udance.maxqs
1	619	618	53988	20	udance.maxqs
1	619	618	48537	20	udance.maxqs
1	619	618	60615	20	udance.maxqs
1	619	618	57661	20	udance.maxqs
1	619	618	50138	20	udance.maxqs
1	619	618	63058	20	udance.maxqs
1	619	618	57058	20	udance.maxqs
1	619	618	56874	20	udance.maxqs
1	619	618	56880	20	udance.maxqs
1	619	618	59174	20	udance.maxqs
0	618	618	55165	20	udance.incremental
0	618	618	59174	20	udance.incremental
0	618	618	53988	20	udance.incremental
0	618	618	60615	20	udance.incremental
0	618	618	57661	20	udance.incremental
0	618	618	50138	20	udance.incremental
0	618	618	60809	20	udance.incremental
0	618	618	63169	20	udance.incremental
0	618	618	63058	20	udance.incremental
0	618	618	57193	20	udance.incremental
0	618	618	49428	20	udance.incremental
0	618	618	48537	20	udance.incremental
0	618	618	24985	20	udance.incremental
0	618	618	57058	20	udance.incremental
0	618	618	54541	20	udance.incremental
0	618	618	61113	20	udance.incremental
0	618	618	56204	20	udance.incremental
0	618	618	56880	20	udance.incremental
0	618	618	61987	20	udance.incremental
0	618	618	56874	20	udance.incremental
0	618	618	56874	20	placement
0	618	618	57058	20	placement
0	618	618	48537	20	placement
1	619	618	56880	20	placement
0	618	618	49428	20	placement
0	618	618	24985	20	placement
0	618	618	60809	20	placement
1	619	618	63058	20	placement
0	618	618	59174	20	placement
0	618	618	57193	20	placement
0	618	618	53988	20	placement
0	618	618	61987	20	placement
0	618	618	57661	20	placement
0	618	618	56204	20	placement
0	618	618	61113	20	placement
0	618	618	63169	20	placement
0	618	618	54541	20	placement
0	618	618	60615	20	placement
1	619	618	50138	20	placement
1	619	618	55165	20	placement
-5	613	618	24985	40	udance.maxqs
-5	613	618	57058	40	udance.maxqs
-5	613	618	57193	40	udance.maxqs
-5	613	618	55190	40	udance.maxqs
-5	613	618	52830	40	udance.maxqs
-5	613	618	56874	40	udance.maxqs
