02	0	100	0.0003312	.0592	0.0450905	.0658	0.0529006	.0757	mc-1
04	0	100	0.000162265	.027	0.000397106	.0377	0.00647851	.0404	mc-1
01	0	100	0.00760296	.0501	0.00740273	.039	0.00645945	.0696	mc-1
07	0	100	0.0513146	.058	0.0263809	.0942	0.0251166	.087	mc-1
05	0	100	0.0015701	.0505	0.00150568	.0611	0.00371889	.0674	mc-1
06	0	100	0.0032126	.0467	8.39568e-05	.0407	0.0168358	.0691	mc-1
09	0	100	0.000510411	.0176	0.000553322	.0264	0.000611784	.0463	mc-1
08	0	100	0.00580833	.0571	0.00584901	.0505	0.00530327	.0637	mc-1
03	0	100	0.000132416	.0378	0.000247123	.0275	0.000568525	.0653	mc-1
10	0	100	0.00361153	.0703	0.00367398	.0658	0.00652304	.0998	mc-1
02	1	100	0.0247282	.042	0.0249089	.0483	0.00171057	.0672	mc-1
01	1	100	0.0338227	.0341	0.00826994	.0366	0.0159688	.061	mc-1
07	1	100	0.0926296	.0844	0.0853066	.0719	0.0792614	.0719	mc-1
05	1	100	0.004153	.0348	0.00461746	.0557	0.0045417	.0418	mc-1
04	1	100	0.00012976	.0466	0.000548595	.0488	0.00300126	.0687	mc-1
03	1	100	9.38684e-05	.0405	3.2164e-05	.0202	0.0062372	.0809	mc-1
09	1	100	0.0106781	.0335	0.0110638	.0307	0.00153766	.0559	mc-1
06	1	100	0.0053262	.0294	0.00517961	.0357	0.00546013	.0756	mc-1
08	1	100	9.56968e-05	.0311	9.76743e-05	.0311	0.00137014	.0556	mc-1
10	1	100	0.00295811	.0524	0.000749721	.0576	0.0345979	.0916	mc-1
04	10	100	0.000123004	.0441	0.000125035	.0468	0.00284691	.0744	mc-1
01	10	100	0.0180116	.0439	0.0197986	.0351	0.0653815	.0746	mc-1
02	10	100	0.00124344	.0479	0.00499685	.0479	0.00146644	.0854	mc-1
08	10	100	0.000300022	.0365	0.0356259	.0426	0.050743	.0669	mc-1
07	10	100	0.000391923	.0661	0.0195614	.0826	0.00402263	.095	mc-1
05	10	100	0.00761297	.0356	0.00232567	.0379	0.00734086	.0713	mc-1
10	10	100	0.000631485	.0449	0.00528203	.0528	0.00941838	.0765	mc-1
03	10	100	8.16037e-05	.0301	0.00210419	.0324	0.00367722	.0671	mc-1
06	10	100	0.000721452	.0336	3.33667e-05	.036	0.00714759	.0671	mc-1
09	10	100	0.000169873	.0237	0.000216522	.0237	0.000179039	.0388	mc-1
01	11	100	0.000246119	.0359	0.000338316	.0261	0.000355062	.0752	mc-1
08	11	100	0.111822	.0464	0.000481962	.0437	0.130206	.0683	mc-1
02	11	100	0.0101024	.0487	0.000244312	.0516	0.0719862	.0688	mc-1
04	11	100	0.00286372	.0479	0.0151536	.0697	0.000400975	.0675	mc-1
05	11	100	5.8111e-05	.031	3.37211e-05	.031	0.000296356	.0588	mc-1
07	11	100	0.0635829	.0594	0.134063	.0764	0.159712	.0658	mc-1
10	11	100	0.014087	.0686	0.00885312	.0844	0.0571945	.0923	mc-1
06	11	100	0.00499788	.05	2.68845e-05	.0289	0.0019423	.0684	mc-1
03	11	100	0.000117724	.0446	2.41606e-05	.0312	0.00029946	.0737	mc-1
09	11	100	0.0160004	.0406	0.000367063	.0427	0.00780192	.0641	mc-1
01	12	100	0.000214577	.0371	0.000203001	.0328	0.0614243	.0721	mc-1
05	12	100	7.57393e-05	.0315	0.000119082	.0287	5.13717e-05	.043	mc-1
07	12	100	9.85999e-05	.0774	0.0014958	.071	0.000165677	.0806	mc-1
08	12	100	0.00431972	.0448	0.000486955	.0468	0.0216771	.0916	mc-1
10	12	100	0.000721612	.035	4.50514e-05	.0292	0.00999773	.07	mc-1
02	12	100	7.6784e-05	.049	9.57556e-05	.0449	0.0289136	.0918	mc-1
04	12	100	0.00022687	.0367	0.00116228	.0571	0.00293995	.0571	mc-1
09	12	100	0.000435877	.0296	0.0412358	.0272	0.00190416	.0617	mc-1
06	12	100	0.000508048	.0444	0.000488562	.0422	0.00719281	.0733	mc-1
03	12	100	0.0158734	.0488	0.015865	.0531	0.0267474	.0701	mc-1
01	13	100	0.00538758	.05	0.000420124	.0526	0.0237465	.0789	mc-1
08	13	100	3.88838e-05	.024	4.64945e-05	.0359	0.00833792	.0778	mc-1
05	13	100	0.00226719	.0407	0.00476518	.0378	0.0585289	.061	mc-1
10	13	100	0.0254704	.0813	0.0095125	.0848	0.0264636	.1237	mc-1
07	13	100	0.042224	.0751	0.00156146	.0687	0.0206357	.0687	mc-1
04	13	100	0.000521273	.0402	0.124394	.0697	0.00582455	.0804	mc-1
09	13	100	2.3739e-05	.0416	5.0198e-05	.039	6.35635e-05	.0468	mc-1
02	13	100	0.00346596	.0457	0.0097368	.0437	0.0130448	.0707	mc-1
03	13	100	7.58886e-05	.0502	5.75412e-05	.0568	0.00500775	.0786	mc-1
06	13	100	0.00755328	.0362	0.00785592	.0339	0.00867005	.0701	mc-1
01	14	100	0.00437473	.0423	0.00185486	.0443	0.00560904	.0765	mc-1
07	14	100	0.0281263	.0577	0.0310366	.0852	0.0403075	.0879	mc-1
08	14	100	0.00668106	.0444	0.00578958	.0423	0.00646162	.0655	mc-1
05	14	100	0.00176419	.0426	0.000522098	.0365	0.00232809	.0629	mc-1
10	14	100	0.0105379	.0576	0.00985206	.0677	0.0172794	.0977	mc-1
04	14	100	0.000258202	.044	0.00406366	.0535	0.000416503	.0472	mc-1
09	14	100	3.28478e-05	.0462	0.000213861	.0462	0.000220886	.0489	mc-1
02	14	100	0.00698664	.0417	0.00608184	.05	0.0180078	.075	mc-1
03	14	100	0.0194287	.0547	0.0193849	.0495	0.0196886	.0729	mc-1
06	14	100	0.00420708	.0441	0.00420897	.0501	0.00296225	.0782	mc-1
01	15	100	0.000609645	.0608	0.000161548	.0541	0.00528067	.0766	mc-1
08	15	100	0.0165697	.0437	0.0155198	.0458	0.0175053	.0708	mc-1
07	15	100	0.0124611	.0694	0.0217964	.0759	0.0204124	.0846	mc-1
05	15	100	0.000205736	.0425	0.000205216	.0425	0.00451491	.0684	mc-1
10	15	100	0.0034421	.0781	0.00305162	.0479	0.0592579	.0856	mc-1
09	15	100	0.00101721	.0378	0.0010256	.0311	0.0010737	.0644	mc-1
02	15	100	0.0218863	.0572	0.0112648	.0438	0.0201719	.0808	mc-1
04	15	100	0.00163366	.0336	0.000299946	.038	0.00205953	.0694	mc-1
03	15	100	0.0104661	.0503	2.24163e-05	.0355	0.0185991	.0858	mc-1
06	15	100	0.0349755	.0573	0.0254377	.0701	0.0177216	.0892	mc-1
01	16	100	0.000837414	.0368	0.000841313	.0343	0.000877066	.0466	mc-1
07	16	100	0.00157252	.0727	0.00318852	.0667	0.00923204	.0636	mc-1
08	16	100	5.91023e-05	.0589	3.72025e-05	.0549	0.00339029	.0833	mc-1
05	16	100	3.31365e-05	.0313	0.00027523	.0313	0.00010876	.0484	mc-1
04	16	100	0.0041161	.0426	0.00579382	.0547	0.000593279	.0578	mc-1
10	16	100	0.000787699	.0537	4.76613e-05	.0384	0.00725714	.0767	mc-1
02	16	100	6.18549e-05	.0318	2.78809e-05	.0273	0.0495405	.0682	mc-1
09	16	100	0.00414212	.0354	0.00395467	.0354	0.00490579	.0563	mc-1
03	16	100	0.0305622	.0601	0.00793126	.0433	0.00666098	.0625	mc-1
06	16	100	0.0138391	.0389	0.114374	.0365	0.0174226	.0754	mc-1
05	17	100	0.0099486	.0315	3.56741e-05	.0315	0.00997645	.0629	mc-1
01	17	100	7.60953e-05	.0437	0.00320745	.0415	0.00472647	.0786	mc-1
08	17	100	0.000249112	.055	0.000250671	.0571	0.00488071	.0825	mc-1
10	17	100	0.0445273	.0997	0.0231041	.094	0.0222913	.1197	mc-1
04	17	100	0.000678488	.0346	0.00723833	.037	0.0155186	.0642	mc-1
02	17	100	0.0470823	.0548	0.047112	.0548	0.0801568	.0968	mc-1
09	17	100	1.64275e-05	.0252	0.00258234	.028	0.00410251	.0616	mc-1
07	17	100	0.0550259	.0764	0.0735223	.0831	0.0794853	.0809	mc-1
03	17	100	0.0296258	.0353	0.0296181	.0382	0.070951	.0853	mc-1
06	17	100	0.0208657	.0533	0.0130159	.0355	0.0127975	.0769	mc-1
01	18	100	0.0401738	.0347	0.00106946	.0312	0.000313513	.0556	mc-1
05	18	100	0.0192211	.0445	0.000458124	.0424	0.0174348	.0911	mc-1
04	18	100	0.003757	.0541	0.00143404	.0418	0.00491761	.0639	mc-1
02	18	100	0.0038505	.0414	0.00381315	.0446	0.013586	.0892	mc-1
09	18	100	0.00496466	.0281	0.00498516	.0421	0.0158057	.0618	mc-1
08	18	100	0.0553436	.0884	4.59472e-05	.0419	0.000231552	.0674	mc-1
10	18	100	0.00179306	.0724	0.0110487	.0702	0.00649362	.0811	mc-1
06	18	100	0.00120971	.0323	0.00157293	.0403	0.0037014	.0645	mc-1
03	18	100	7.62545e-05	.0329	9.44296e-05	.0431	0.0896646	.0719	mc-1
07	18	100	0.0555837	.0613	0.00071315	.0731	0.000561849	.0708	mc-1
01	19	100	0.0355398	.0475	0.0347546	.0415	0.0394664	.0712	mc-1
05	19	100	0.0644177	.0474	0.000547633	.0495	0.000604776	.0619	mc-1
04	19	100	0.000436032	.0492	0.000542441	.0437	0.00131846	.0519	mc-1
08	19	100	0.00320362	.0703	0.00305062	.0568	0.00361663	.0676	mc-1
10	19	100	0.000898594	.0541	0.000855115	.0595	0.0654625	.0919	mc-1
02	19	100	0.00616045	.0427	0.00424864	.0385	0.0243545	.0705	mc-1
09	19	100	0.000144092	.026	0.000157319	.028	0.000489278	.058	mc-1
06	19	100	0.0160805	.0524	0.0266614	.0546	0.0377574	.1026	mc-1
03	19	100	0.00177796	.0286	0.00258811	.02	0.0123071	.0857	mc-1
07	19	100	2.53857e-05	.0669	0.00120502	.09	0.000760494	.0858	mc-1
01	2	100	0.00164152	.0383	0.00192581	.0485	0.00230389	.0663	mc-1
05	2	100	0.00032018	.0377	0.000571095	.044	0.000821315	.065	mc-1
08	2	100	0.00011463	.0368	7.10001e-05	.0435	0.00253035	.0836	mc-1
04	2	100	0.000189616	.046	0.00840724	.0397	0.0109613	.0607	mc-1
02	2	100	0.00400425	.0375	0.00114929	.0461	0.00514673	.0951	mc-1
10	2	100	0.0147096	.0536	0.0167315	.0536	0.0154266	.0751	mc-1
09	2	100	0.000106647	.0552	3.42172e-05	.0378	0.00476105	.064	mc-1
06	2	100	0.0114575	.0622	0.000455576	.0576	0.0144183	.0853	mc-1
03	2	100	0.0361564	.0822	0.00412597	.0661	0.0322726	.0762	mc-1
07	2	100	0.00642276	.0573	0.0111822	.0955	0.017181	.0934	mc-1
01	20	100	6.1997e-05	.0321	0.00981347	.0428	0.00718578	.0802	mc-1
05	20	100	0.0471373	.0353	2.47131e-05	.0299	0.0629074	.0625	mc-1
08	20	100	0.00337632	.067	0.000177158	.055	0.0130753	.1005	mc-1
10	20	100	0.00134903	.0481	0.00706348	.0588	0.00145398	.0989	mc-1
02	20	100	7.73332e-06	.0133	5.62263e-05	.0222	0.00196769	.0489	mc-1
04	20	100	0.00116684	.0329	0.00128329	.037	0.00997649	.0658	mc-1
09	20	100	0.000751519	.0399	0.000343871	.0426	0.00308029	.0585	mc-1
06	20	100	0.00916527	.0564	0.000913348	.0451	0.0368657	.1053	mc-1
07	20	100	0.00281311	.0717	0.00882216	.1075	0.00979376	.1173	mc-1
03	20	100	0.0178266	.0561	0.00442329	.0461	0.0304225	.0782	mc-1
01	21	100	0.00440691	.0406	0.0038726	.0325	0.00450743	.073	mc-1
05	21	100	0.00467447	.0429	0.00472168	.0468	0.00515466	.0799	mc-1
10	21	100	0.000830304	.0499	0.00112158	.0651	0.0487356	.0846	mc-1
08	21	100	0.00110115	.0413	0.00501177	.0372	0.0452514	.0702	mc-1
09	21	100	0.00320792	.021	0.0182163	.0327	0.00389201	.0561	mc-1
04	21	100	8.11171e-05	.0411	0.00023291	.0643	0.00297777	.0566	mc-1
02	21	100	0.00535565	.0587	0.00535323	.0497	0.00556431	.0722	mc-1
06	21	100	0.0180193	.0458	0.0233647	.0279	0.0503896	.0757	mc-1
