10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
10514 0 0	normal
