G002841675
G000387965
G003563815
G001273495
G009889605
G012271085
G003661285
G002878355
G902608465
G002900555
G001602685
G001603205
G004526155
G001896705
G001604445
G000222305
G000008685
G001213265
G001398395
G009908325
G009930015
G001604605
G004144095
G012034855
G001804005
G000954095
G002011675
G001919145
G902553915
G000428225
G004144365
G902547325
G010030055
G902583305
G001438245
G001438225
G001439215
G009929165
G004561655
G003611865
G002068445
G000398625
G000171895
G001407395
G001407875
G004344885
G004792005
G004791435
G003030665
G011526635
G001302865
G001801985
G001181985
G900496235
G000780515
G009727295
G001112405
G004210425
G009905675
G003030795
G004790895
G900204655
G000948355
G001073525
G001068065
G012911815
G900028255
G003097335
G009707675
G011754595
G001743455
G002006985
G001076125
G001055105
G001059375
G001068645
G900143315
G001075925
G003303895
G000485455
G000464135
G000485055
G001064775
G000472885
G008012265
G010031005
G001557085
G003444655
G011088155
G012241395
G012412905
G000798645
G000485115
G006442935
G005063285
G004144375
G011682485
G001788635
G001458755
G001458715
G001803705
G001302785
G010672835
G001482745
G003213935
G001603765
G002730395
G000583195
G001303565
G009389605
G001767615
G001766895
G001398375
G000372005
G009836245
G005885325
G003574725
G010031565
G001052925
G007680005
G012932225
G002154435
G001216285
G900132885
G900138565
G900130455
G900132645
G900137775
G900134965
G001215805
G001397415
G001318425
G001394855
G001394035
G003049385
G009915105
G001315725
G002003765
G003264215
G009922275
G009922265
G000758865
G001604025
G003612655
G009911095
G003611855
G900066945
G902802775
G009930215
G003669085
G900549835
G001915895
G003149995
G900118825
G001604505
G009916335
G011526625
G001203335
G004570485
G001228205
G009805725
G900034435
G003035255
G003611925
G000769695
G008802315
G001132125
G001124745
G001083665
G001106205
G001171305
G001120025
G001199155
G001098865
G002889915
G002889155
G001340955
G001141665
G001092225
G000983055
G001338775
G010604185
G000451045
G900148625
G007376605
G000991925
G012036295
G000999255
G000993535
G003554785
G008012185
G002685955
G000398005
G001002095
G007281235
G003695395
G000999225
G001003845
G001004205
G000997715
G000397965
G001825365
G001001585
G000991295
G001824985
G002793175
G003647665
G001773195
G000997225
G003599685
G000402395
G000997505
G001788045
G001779375
