0.46	0.00165756
0.74	0.00201975
0.44	0.00219984
0.7	0.00221527
0.5	0.00235702
0.52	0.00246041
0.61	0.00255436
0.83	0.00261024
0.77	0.00279691
0.96	0.00293321
0.54	0.00295682
0.99	0.00298556
0.7	0.00300132
0.41	0.00300514
0.62	0.00300844
0.47	0.00305459
0.46	0.00309735
0.42	0.00315736
0.54	0.0031819
1	0.00318734
0.51	0.00336706
0.4	0.00342058
0.91	0.00352524
0.82	0.00373594
0.33	0.00381463
0.75	0.00395195
0.99	0.00395257
0.98	0.0039674
0.95	0.00409889
0.99	0.00413631
1	0.0042846
0.92	0.00430492
0.79	0.00431788
0.55	0.00443436
0.6	0.0044595
0.76	0.00448917
0.53	0.00451328
0.6	0.00457456
1	0.0046576
0.57	0.00474239
0.5	0.0048623
0.79	0.00488821
1	0.00488919
0.99	0.00495969
0.87	0.00497142
0.32	0.00502773
0.29	0.00502788
0.5	0.00503695
0.78	0.00505297
0.46	0.00510724
0.97	0.00516972
0.61	0.00518706
1	0.00520613
0.48	0.00525208
0.75	0.00526474
0.59	0.00531348
0.88	0.0053623
0.53	0.00536627
0.46	0.00537311
1	0.00538087
0.92	0.0054551
0.45	0.00546277
1	0.00548572
0.58	0.00552106
0.97	0.00553199
0.99	0.00554116
1	0.005553
0.9	0.00555627
0.91	0.00555632
0.73	0.00556309
0.67	0.00556342
0.98	0.0055746
0.67	0.00558011
0.96	0.00558666
0.5	0.00562139
0.54	0.00562252
1	0.00562496
0.69	0.00562531
0.71	0.00566305
0.53	0.00570707
0.7	0.00572462
0.9	0.00572644
0.47	0.0057658
1	0.00579076
0.82	0.00581896
0.44	0.00582096
0.74	0.00582301
0.5	0.00591513
1	0.00593009
0.53	0.00594266
0.6	0.00596241
0.54	0.00598927
0.99	0.00599513
0.74	0.00600645
0.57	0.00602115
0.97	0.00602734
0.59	0.00603062
1	0.00604118
0.98	0.0060503
0.47	0.00605545
0.6	0.00605944
0.51	0.0060713
0.99	0.00608696
0.18	0.00610157
0.5	0.00613435
0.91	0.00618243
0.8	0.00620161
0.4	0.00620242
0.5	0.00621218
0.68	0.00622217
0.91	0.00625672
1	0.00628371
0.51	0.00630311
1	0.00630377
1	0.00631084
0.9	0.00631671
0.51	0.00632814
0.91	0.00636433
0.75	0.00637487
