0	618	618	56204	1	5	placement
0	618	618	48537	1	5	placement
0	618	618	56874	1	5	placement
0	618	618	53988	1	5	placement
0	618	618	61113	1	5	placement
0	618	618	48537	1	5	udance.incremental
0	618	618	53988	1	5	udance.incremental
0	618	618	61113	1	5	udance.incremental
0	618	618	56204	1	5	udance.incremental
0	618	618	56874	1	5	udance.incremental
-5	613	618	61113	1	5	udance.maxqs
-5	613	618	56874	1	5	udance.maxqs
-5	613	618	48537	1	5	udance.maxqs
-5	613	618	53988	1	5	udance.maxqs
-5	613	618	56204	1	5	udance.maxqs
0	618	618	56874	1	10	placement
0	618	618	57661	1	10	placement
0	618	618	53988	1	10	placement
0	618	618	63169	1	10	placement
0	618	618	48537	1	10	placement
1	619	618	50138	1	10	placement
1	619	618	56880	1	10	placement
0	618	618	61113	1	10	placement
0	618	618	24985	1	10	placement
0	618	618	56204	1	10	placement
0	618	618	53988	1	10	udance.incremental
0	618	618	63169	1	10	udance.incremental
0	618	618	24985	1	10	udance.incremental
0	618	618	50138	1	10	udance.incremental
0	618	618	48537	1	10	udance.incremental
0	618	618	57661	1	10	udance.incremental
0	618	618	61113	1	10	udance.incremental
0	618	618	56204	1	10	udance.incremental
0	618	618	56874	1	10	udance.incremental
0	618	618	56880	1	10	udance.incremental
3	621	618	56880	1	10	udance.maxqs
3	621	618	56874	1	10	udance.maxqs
3	621	618	57661	1	10	udance.maxqs
3	621	618	63169	1	10	udance.maxqs
3	621	618	61113	1	10	udance.maxqs
3	621	618	24985	1	10	udance.maxqs
3	621	618	53988	1	10	udance.maxqs
3	621	618	50138	1	10	udance.maxqs
3	621	618	56204	1	10	udance.maxqs
3	621	618	48537	1	10	udance.maxqs
0	618	618	56874	1	20	placement
0	618	618	57058	1	20	placement
0	618	618	48537	1	20	placement
1	619	618	56880	1	20	placement
0	618	618	49428	1	20	placement
0	618	618	24985	1	20	placement
0	618	618	60809	1	20	placement
1	619	618	63058	1	20	placement
0	618	618	59174	1	20	placement
0	618	618	57193	1	20	placement
0	618	618	53988	1	20	placement
0	618	618	61987	1	20	placement
0	618	618	57661	1	20	placement
0	618	618	56204	1	20	placement
0	618	618	61113	1	20	placement
0	618	618	63169	1	20	placement
0	618	618	54541	1	20	placement
0	618	618	60615	1	20	placement
1	619	618	50138	1	20	placement
1	619	618	55165	1	20	placement
0	618	618	55165	1	20	udance.incremental
0	618	618	59174	1	20	udance.incremental
0	618	618	53988	1	20	udance.incremental
0	618	618	60615	1	20	udance.incremental
0	618	618	57661	1	20	udance.incremental
0	618	618	50138	1	20	udance.incremental
0	618	618	60809	1	20	udance.incremental
0	618	618	63169	1	20	udance.incremental
0	618	618	63058	1	20	udance.incremental
0	618	618	57193	1	20	udance.incremental
0	618	618	49428	1	20	udance.incremental
0	618	618	48537	1	20	udance.incremental
0	618	618	24985	1	20	udance.incremental
0	618	618	57058	1	20	udance.incremental
0	618	618	54541	1	20	udance.incremental
0	618	618	61113	1	20	udance.incremental
0	618	618	56204	1	20	udance.incremental
0	618	618	56880	1	20	udance.incremental
0	618	618	61987	1	20	udance.incremental
0	618	618	56874	1	20	udance.incremental
1	619	618	49428	1	20	udance.maxqs
1	619	618	60809	1	20	udance.maxqs
1	619	618	54541	1	20	udance.maxqs
1	619	618	55165	1	20	udance.maxqs
1	619	618	24985	1	20	udance.maxqs
1	619	618	61113	1	20	udance.maxqs
1	619	618	56204	1	20	udance.maxqs
1	619	618	63169	1	20	udance.maxqs
1	619	618	61987	1	20	udance.maxqs
1	619	618	57193	1	20	udance.maxqs
1	619	618	53988	1	20	udance.maxqs
1	619	618	48537	1	20	udance.maxqs
1	619	618	60615	1	20	udance.maxqs
1	619	618	57661	1	20	udance.maxqs
1	619	618	50138	1	20	udance.maxqs
1	619	618	63058	1	20	udance.maxqs
1	619	618	57058	1	20	udance.maxqs
1	619	618	56874	1	20	udance.maxqs
1	619	618	56880	1	20	udance.maxqs
1	619	618	59174	1	20	udance.maxqs
0	618	618	49428	1	40	placement
0	618	618	53988	1	40	placement
0	618	618	58278	1	40	placement
0	618	618	60615	1	40	placement
0	618	618	52299	1	40	placement
0	618	618	54289	1	40	placement
1	619	618	55165	1	40	placement
0	618	618	48537	1	40	placement
1	619	618	50138	1	40	placement
0	618	618	55033	1	40	placement
0	618	618	58391	1	40	placement
0	618	618	24985	1	40	placement
0	618	618	60019	1	40	placement
0	618	618	53231	1	40	placement
0	618	618	60662	1	40	placement
0	618	618	56204	1	40	placement
0	618	618	57193	1	40	placement
0	618	618	57170	1	40	placement
0	618	618	52830	1	40	placement
0	618	618	55190	1	40	placement
0	618	618	50774	1	40	placement
0	618	618	59174	1	40	placement
0	618	618	51425	1	40	placement
0	618	618	60012	1	40	placement
0	618	618	60610	1	40	placement
0	618	618	60248	1	40	placement
0	618	618	57058	1	40	placement
0	618	618	56874	1	40	placement
0	618	618	57661	1	40	placement
0	618	618	54541	1	40	placement
1	619	618	56880	1	40	placement
0	618	618	49755	1	40	placement
0	618	618	60809	1	40	placement
0	618	618	60980	1	40	placement
0	618	618	63169	1	40	placement
1	619	618	63058	1	40	placement
0	618	618	62120	1	40	placement
0	618	618	61113	1	40	placement
0	618	618	61987	1	40	placement
0	618	618	63252	1	40	placement
0	618	618	56874	1	40	udance.incremental
0	618	618	49428	1	40	udance.incremental
0	618	618	57193	1	40	udance.incremental
0	618	618	52299	1	40	udance.incremental
0	618	618	50774	1	40	udance.incremental
0	618	618	58278	1	40	udance.incremental
0	618	618	60248	1	40	udance.incremental
0	618	618	60615	1	40	udance.incremental
0	618	618	55033	1	40	udance.incremental
0	618	618	57058	1	40	udance.incremental
0	618	618	53988	1	40	udance.incremental
0	618	618	56880	1	40	udance.incremental
0	618	618	55165	1	40	udance.incremental
0	618	618	51425	1	40	udance.incremental
0	618	618	58391	1	40	udance.incremental
0	618	618	60019	1	40	udance.incremental
0	618	618	52830	1	40	udance.incremental
0	618	618	24985	1	40	udance.incremental
0	618	618	50138	1	40	udance.incremental
0	618	618	48537	1	40	udance.incremental
0	618	618	59174	1	40	udance.incremental
0	618	618	57170	1	40	udance.incremental
0	618	618	54541	1	40	udance.incremental
0	618	618	60610	1	40	udance.incremental
0	618	618	57661	1	40	udance.incremental
0	618	618	60012	1	40	udance.incremental
0	618	618	53231	1	40	udance.incremental
0	618	618	55190	1	40	udance.incremental
0	618	618	56204	1	40	udance.incremental
0	618	618	54289	1	40	udance.incremental
0	618	618	49755	1	40	udance.incremental
0	618	618	60662	1	40	udance.incremental
0	618	618	60980	1	40	udance.incremental
0	618	618	60809	1	40	udance.incremental
0	618	618	62120	1	40	udance.incremental
0	618	618	63169	1	40	udance.incremental
0	618	618	61113	1	40	udance.incremental
0	618	618	63252	1	40	udance.incremental
0	618	618	61987	1	40	udance.incremental
0	618	618	63058	1	40	udance.incremental
-5	613	618	24985	1	40	udance.maxqs
-5	613	618	57058	1	40	udance.maxqs
-5	613	618	57193	1	40	udance.maxqs
-5	613	618	55190	1	40	udance.maxqs
-5	613	618	52830	1	40	udance.maxqs
-5	613	618	56874	1	40	udance.maxqs
-5	613	618	54289	1	40	udance.maxqs
-5	613	618	52299	1	40	udance.maxqs
-5	613	618	60662	1	40	udance.maxqs
-5	613	618	60012	1	40	udance.maxqs
-5	613	618	53231	1	40	udance.maxqs
-5	613	618	56880	1	40	udance.maxqs
-5	613	618	53988	1	40	udance.maxqs
-5	613	618	48537	1	40	udance.maxqs
-5	613	618	55165	1	40	udance.maxqs
-5	613	618	50138	1	40	udance.maxqs
-5	613	618	60019	1	40	udance.maxqs
-5	613	618	60610	1	40	udance.maxqs
-5	613	618	50774	1	40	udance.maxqs
-5	613	618	54541	1	40	udance.maxqs
-5	613	618	57170	1	40	udance.maxqs
-5	613	618	58391	1	40	udance.maxqs
-5	613	618	56204	1	40	udance.maxqs
-5	613	618	49755	1	40	udance.maxqs
-5	613	618	59174	1	40	udance.maxqs
-5	613	618	60615	1	40	udance.maxqs
-5	613	618	51425	1	40	udance.maxqs
-5	613	618	60248	1	40	udance.maxqs
-5	613	618	55033	1	40	udance.maxqs
-5	613	618	58278	1	40	udance.maxqs
-5	613	618	49428	1	40	udance.maxqs
-5	613	618	57661	1	40	udance.maxqs
-5	613	618	60980	1	40	udance.maxqs
-5	613	618	60809	1	40	udance.maxqs
-5	613	618	61113	1	40	udance.maxqs
-5	613	618	62120	1	40	udance.maxqs
-5	613	618	61987	1	40	udance.maxqs
-5	613	618	63058	1	40	udance.maxqs
-5	613	618	63169	1	40	udance.maxqs
-5	613	618	63252	1	40	udance.maxqs
1	619	618	31147	1	80	placement
0	618	618	24985	1	80	placement
0	618	618	52830	1	80	placement
0	618	618	43589	1	80	placement
0	618	618	34740	1	80	placement
0	618	618	30324	1	80	placement
0	618	618	1444	1	80	placement
0	618	618	39232	1	80	placement
0	618	618	52828	1	80	placement
0	618	618	13736	1	80	placement
0	618	618	29642	1	80	placement
0	618	618	36578	1	80	placement
0	618	618	481	1	80	placement
0	618	618	50774	1	80	placement
0	618	618	31919	1	80	placement
0	618	618	49689	1	80	placement
0	618	618	49749	1	80	placement
1	619	618	50138	1	80	placement
1	619	618	43757	1	80	placement
0	618	618	49428	1	80	placement
0	618	618	45186	1	80	placement
0	618	618	47985	1	80	placement
0	618	618	49755	1	80	placement
0	618	618	53402	1	80	placement
0	618	618	27081	1	80	placement
0	618	618	49379	1	80	placement
0	618	618	51425	1	80	placement
0	618	618	53231	1	80	placement
1	619	618	361	1	80	placement
0	618	618	52299	1	80	placement
0	618	618	49175	1	80	placement
0	618	618	48537	1	80	placement
0	618	618	56204	1	80	placement
0	618	618	54289	1	80	placement
0	618	618	54716	1	80	placement
1	619	618	55165	1	80	placement
0	618	618	53988	1	80	placement
0	618	618	55190	1	80	placement
0	618	618	5678	1	80	placement
0	618	618	57058	1	80	placement
0	618	618	54541	1	80	placement
0	618	618	57909	1	80	placement
0	618	618	58391	1	80	placement
0	618	618	58255	1	80	placement
0	618	618	57170	1	80	placement
0	618	618	55033	1	80	placement
0	618	618	56874	1	80	placement
0	618	618	57193	1	80	placement
0	618	618	56062	1	80	placement
0	618	618	57253	1	80	placement
0	618	618	55714	1	80	placement
0	618	618	60662	1	80	placement
1	619	618	56880	1	80	placement
0	618	618	59923	1	80	placement
0	618	618	60610	1	80	placement
0	618	618	57661	1	80	placement
0	618	618	60012	1	80	placement
0	618	618	58278	1	80	placement
0	618	618	59174	1	80	placement
0	618	618	60248	1	80	placement
0	618	618	59369	1	80	placement
0	618	618	60809	1	80	placement
0	618	618	60615	1	80	placement
0	618	618	60019	1	80	placement
0	618	618	61113	1	80	placement
0	618	618	60980	1	80	placement
0	618	618	62653	1	80	placement
0	618	618	61630	1	80	placement
0	618	618	61370	1	80	placement
0	618	618	61987	1	80	placement
0	618	618	62120	1	80	placement
0	618	618	63023	1	80	placement
0	618	618	63169	1	80	placement
1	619	618	63058	1	80	placement
0	618	618	63151	1	80	placement
0	618	618	63252	1	80	placement
1	619	618	7138	1	80	placement
0	618	618	7992	1	80	placement
0	618	618	9230	1	80	placement
0	618	618	8351	1	80	placement
0	618	618	29642	1	80	udance.incremental
0	618	618	31147	1	80	udance.incremental
0	618	618	43757	1	80	udance.incremental
0	618	618	27081	1	80	udance.incremental
0	618	618	49689	1	80	udance.incremental
0	618	618	361	1	80	udance.incremental
0	618	618	53402	1	80	udance.incremental
0	618	618	43589	1	80	udance.incremental
0	618	618	52828	1	80	udance.incremental
0	618	618	49379	1	80	udance.incremental
0	618	618	48537	1	80	udance.incremental
0	618	618	13736	1	80	udance.incremental
0	618	618	51425	1	80	udance.incremental
0	618	618	49749	1	80	udance.incremental
0	618	618	53231	1	80	udance.incremental
0	618	618	52299	1	80	udance.incremental
0	618	618	47985	1	80	udance.incremental
0	618	618	34740	1	80	udance.incremental
0	618	618	1444	1	80	udance.incremental
0	618	618	45186	1	80	udance.incremental
0	618	618	36578	1	80	udance.incremental
0	618	618	39232	1	80	udance.incremental
0	618	618	481	1	80	udance.incremental
0	618	618	49428	1	80	udance.incremental
0	618	618	30324	1	80	udance.incremental
0	618	618	49175	1	80	udance.incremental
0	618	618	50774	1	80	udance.incremental
0	618	618	31919	1	80	udance.incremental
0	618	618	50138	1	80	udance.incremental
0	618	618	49755	1	80	udance.incremental
0	618	618	24985	1	80	udance.incremental
0	618	618	52830	1	80	udance.incremental
0	618	618	53988	1	80	udance.incremental
0	618	618	54541	1	80	udance.incremental
0	618	618	54716	1	80	udance.incremental
0	618	618	54289	1	80	udance.incremental
0	618	618	55190	1	80	udance.incremental
0	618	618	56062	1	80	udance.incremental
0	618	618	55033	1	80	udance.incremental
0	618	618	5678	1	80	udance.incremental
0	618	618	58391	1	80	udance.incremental
0	618	618	59369	1	80	udance.incremental
0	618	618	55165	1	80	udance.incremental
0	618	618	57058	1	80	udance.incremental
0	618	618	57170	1	80	udance.incremental
0	618	618	57253	1	80	udance.incremental
0	618	618	56874	1	80	udance.incremental
0	618	618	56204	1	80	udance.incremental
0	618	618	57661	1	80	udance.incremental
0	618	618	56880	1	80	udance.incremental
0	618	618	57909	1	80	udance.incremental
0	618	618	57193	1	80	udance.incremental
0	618	618	55714	1	80	udance.incremental
0	618	618	60615	1	80	udance.incremental
0	618	618	58278	1	80	udance.incremental
0	618	618	58255	1	80	udance.incremental
0	618	618	60248	1	80	udance.incremental
0	618	618	60012	1	80	udance.incremental
0	618	618	60809	1	80	udance.incremental
0	618	618	59923	1	80	udance.incremental
0	618	618	60662	1	80	udance.incremental
0	618	618	59174	1	80	udance.incremental
0	618	618	60610	1	80	udance.incremental
0	618	618	60019	1	80	udance.incremental
0	618	618	61370	1	80	udance.incremental
0	618	618	61113	1	80	udance.incremental
0	618	618	61630	1	80	udance.incremental
0	618	618	60980	1	80	udance.incremental
0	618	618	63058	1	80	udance.incremental
1	619	618	63252	1	80	udance.incremental
0	618	618	63151	1	80	udance.incremental
0	618	618	62120	1	80	udance.incremental
0	618	618	62653	1	80	udance.incremental
0	618	618	61987	1	80	udance.incremental
0	618	618	63169	1	80	udance.incremental
0	618	618	7992	1	80	udance.incremental
0	618	618	9230	1	80	udance.incremental
0	618	618	63023	1	80	udance.incremental
0	618	618	7138	1	80	udance.incremental
0	618	618	8351	1	80	udance.incremental
-28	590	618	31147	1	80	udance.maxqs
-28	590	618	34740	1	80	udance.maxqs
-28	590	618	1444	1	80	udance.maxqs
