.2536	0.5_0.5	5.5	01	022
.2254	0.5_0.5	5.5	01	029
.2673	0.5_0.5	5.5	01	008
.2858	0.5_0.5	5.5	01	002
.2993	0.5_0.5	5.5	01	017
.2927	0.5_0.5	5.5	01	006
.2735	0.5_0.5	5.5	01	013
.3181	0.5_0.5	5.5	01	004
.3051	0.5_0.5	5.5	01	011
.3456	0.5_0.5	5.5	01	005
.3467	0.5_0.5	5.5	01	016
.3551	0.5_0.5	5.5	01	012
.3741	0.5_0.5	5.5	01	014
.3034	0.5_0.5	5.5	01	032
.379	0.5_0.5	5.5	01	007
.3425	0.5_0.5	5.5	01	001
.288	0.5_0.5	5.5	01	028
.3041	0.5_0.5	5.5	01	023
.3453	0.5_0.5	5.5	01	031
.3229	0.5_0.5	5.5	01	010
.3465	0.5_0.5	5.5	01	019
.3773	0.5_0.5	5.5	01	015
.4476	0.5_0.5	5.5	01	018
.4464	0.5_0.5	5.5	01	030
.4038	0.5_0.5	5.5	01	025
.4422	0.5_0.5	5.5	01	020
.413	0.5_0.5	5.5	01	024
.4078	0.5_0.5	5.5	01	026
.5408	0.5_0.5	5.5	01	027
.5753	0.5_0.5	5.5	01	009
.4672	0.5_0.5	5.5	01	021
.5248	0.5_0.5	5.5	01	003
.3268	0.5_0.5	5.5	01	033
.2901	0.5_0.5	5.5	01	037
.2551	0.5_0.5	5.5	01	039
.3742	0.5_0.5	5.5	01	034
.3575	0.5_0.5	5.5	01	035
.346	0.5_0.5	5.5	01	036
.2608	0.5_0.5	5.5	01	049
.3098	0.5_0.5	5.5	01	040
.3335	0.5_0.5	5.5	01	038
.3162	0.5_0.5	5.5	01	044
.3155	0.5_0.5	5.5	01	042
.3438	0.5_0.5	5.5	01	043
.3112	0.5_0.5	5.5	01	047
.291	0.5_0.5	5.5	01	052
.354	0.5_0.5	5.5	01	048
.4104	0.5_0.5	5.5	01	041
.2797	0.5_0.5	5.5	01	060
.264	0.5_0.5	5.5	01	055
.3487	0.5_0.5	5.5	01	045
.2718	0.5_0.5	5.5	01	061
.3645	0.5_0.5	5.5	01	053
.3526	0.5_0.5	5.5	01	046
.4264	0.5_0.5	5.5	01	050
.3889	0.5_0.5	5.5	01	051
.3817	0.5_0.5	5.5	01	057
.3353	0.5_0.5	5.5	01	058
.3744	0.5_0.5	5.5	01	056
.4288	0.5_0.5	5.5	01	054
.3745	0.5_0.5	5.5	01	062
.3788	0.5_0.5	5.5	01	063
.3671	0.5_0.5	5.5	01	064
.4222	0.5_0.5	5.5	01	059
.2698	0.5_0.5	5.5	01	067
.2975	0.5_0.5	5.5	01	066
.3183	0.5_0.5	5.5	01	065
.3343	0.5_0.5	5.5	01	068
.3477	0.5_0.5	5.5	01	074
.3469	0.5_0.5	5.5	01	070
.3776	0.5_0.5	5.5	01	071
.3981	0.5_0.5	5.5	01	075
.3385	0.5_0.5	5.5	01	080
.318	0.5_0.5	5.5	01	078
.4042	0.5_0.5	5.5	01	073
.329	0.5_0.5	5.5	01	084
.2934	0.5_0.5	5.5	01	083
.445	0.5_0.5	5.5	01	069
.4424	0.5_0.5	5.5	01	072
.4493	0.5_0.5	5.5	01	077
.4716	0.5_0.5	5.5	01	076
.3229	0.5_0.5	5.5	01	090
.3951	0.5_0.5	5.5	01	085
.4145	0.5_0.5	5.5	01	082
.4807	0.5_0.5	5.5	01	079
.436	0.5_0.5	5.5	01	088
.3642	0.5_0.5	5.5	01	086
.4319	0.5_0.5	5.5	01	081
.4142	0.5_0.5	5.5	01	087
.4709	0.5_0.5	5.5	01	089
.3401	0.5_0.5	5.5	01	093
.3554	0.5_0.5	5.5	01	091
.4434	0.5_0.5	5.5	01	092
.304	0.5_0.5	5.5	01	096
.3612	0.5_0.5	5.5	01	095
.4064	0.5_0.5	5.5	01	094
.3145	0.5_0.5	5.5	01	097
.2982	0.5_0.5	5.5	01	098
.3493	0.5_0.5	5.5	01	099
.3229	0.5_0.5	5.5	02	001
.3624	0.5_0.5	5.5	02	002
.3248	0.5_0.5	5.5	02	003
.337	0.5_0.5	5.5	02	006
.3001	0.5_0.5	5.5	02	012
.3598	0.5_0.5	5.5	02	005
.5231	0.5_0.5	5.5	01	100
.2933	0.5_0.5	5.5	02	019
.3672	0.5_0.5	5.5	02	011
.3143	0.5_0.5	5.5	02	017
.2551	0.5_0.5	5.5	02	020
.3587	0.5_0.5	5.5	02	015
