04	100	0.000203253	.0364			0.02553	.0859	0.11024	.0605	LD-100
01	100	0.00231064	.037			9.53425e-05	.0871	0.000154025	.0693	LD-100
05	100	0.00990693	.0389			0.000446659	.0903	0.0635534	.0655	LD-100
03	100	0.000729472	.0349			0.000775309	.0864	0.00276962	.0711	LD-100
02	100	0.0147683	.0346			0.00946183	.0847	0.055764	.0653	LD-100
06	100	0.00698701	.0395			0.0288087	.0849	0.0327932	.0712	LD-100
07	100	0.000654493	.0556			0.000776449	.1137	0.0021552	.078	LD-100
08	100	0.00100422	.0397			0.0515678	.0898	0.0520368	.0657	LD-100
01	100	0.00305396	.0441	0.0028722	.0416	0.00166618	.1044	0.000798427	.075	mc-1
05	100	0.000478151	.041	0.000606983	.0402	0.00145563	.1322	0.0620177	.0673	mc-1
03	100	0.00183581	.0459	0.00314167	.0424	0.00151327	.136	0.00264194	.0749	mc-1
02	100	0.0118558	.0421	0.00743457	.0427	0.0149139	.1285	0.0230246	.073	mc-1
04	100	0.0249781	.0403	0.0387664	.0488	0.00315787	.129	0.061049	.0672	mc-1
06	100	0.00209821	.0454	0.00248168	.0421	0.0306588	.1079	0.0247337	.0761	mc-1
07	100	0.00231871	.0649	0.0110316	.077	0.0165056	.1429	0.0102946	.0807	mc-1
08	100	0.00671091	.0469	0.00681651	.046	0.00748448	.1459	0.00755908	.0766	mc-1
09	100	5.09267e-05	.0351	0.000174366	.0344	2.14859e-05	.1167	0.000701348	.0584	mc-1
10	100	0.0207262	.0618	0.00366433	.0626	0.00100147	.1404	0.0552079	.0879	mc-1
04	500	7.40851e-05	.0186			0.000464134	.0608			mc-1
05	500	0.00942511	.0184			0.00949908	.0547			mc-1
03	500	0.000200325	.0194			0.000491732	.0499			mc-1
02	500	1.14775e-05	.0193			4.14331e-05	.0488			mc-1
01	500	5.10766e-06	.0198			0.0010427	.0488			mc-1
06	500	0.00313831	.0182			0.000991974	.0431			mc-1
08	500	0.000779348	.0204			0.000862578	.0527			mc-1
09	500	3.93396e-06	.015			1.09177e-05	.0489			mc-1
07	500	0.000121002	.0319			0.00979245	.0714	0.010206	.0363	mc-1
10	500	0.00130252	.0255			0.000299119	.0613	0.00300679	.0358	mc-1
01	100	0.0017297	.0529			0.0766686	.1379	0.0865584	.0819	mc-2
02	100	0.0140693	.0703			0.0177263	.1606	0.0235412	.0885	mc-2
04	100	0.00197971	.0523	0.010099	.0631	0.00557632	.13	0.0167794	.0742	mc-2
05	100	0.0197671	.0732	0.0353947	.0807	0.0449619	.1584	0.0254929	.0939	mc-2
03	100	0.0205176	.0594	0.0885349	.0659	0.0206107	.1255	0.0487493	.083	mc-2
06	100	0.0404604	.0662			0.0210463	.1356	0.00478114	.0947	mc-2
07	100	0.0149864	.0567			0.0159833	.1459	0.0158375	.0754	mc-2
08	100	0.00973714	.0658			0.00491433	.1562	0.0095169	.0841	mc-2
09	100	0.000518943	.0472	0.00224761	.053	0.00322199	.1234	0.00149199	.0778	mc-2
10	100	0.00105675	.0637	0.042633	.0804	0.0192034	.1458	0.0124879	.0864	mc-2
01	500	0.00109916	.0239			0.00450792	.0612			mc-2
04	500	5.1345e-05	.0233			0.00166568	.0607			mc-2
05	500	0.000308934	.0335			0.0257117	.0743	0.0152158	.037	mc-2
03	500	0.0176006	.0268			0.00720238	.0596	0.0265053	.0374	mc-2
02	500	0.0100873	.0354			0.00725666	.0762	0.0143151	.0342	mc-2
06	500	0.00132605	.0326			0.00307362	.0663	0.0134088	.0371	mc-2
10	500	0.00183251	.0318			0.00835409	.0763			mc-2
07	500	8.73624e-05	.0263			0.0153463	.0731	0.0151632	.0313	mc-2
09	500	0.0001528	.0215			0.000365855	.0541	0.00131301	.0326	mc-2
08	500	0.00023178	.0297			0.00336162	.068	0.00887292	.0356	mc-2
05	100	0.000491958	.0635			0.0188682	.1432	0.0148902	.0652	100
02	100	0.0127809	.0616			0.00787497	.1657	0.0844878	.0613	100
03	100	0.000306536	.053			0.00743412	.1186	0.00178542	.057	100
01	100	9.80821e-05	.048	0.00199111	.0563	0.0030443	.1133	0.0125936	.0577	100
04	100	0.00264622	.0422	0.0129554	.058	0.0145705	.1068	0.00402707	.053	100
06	100	0.00372823	.0558			0.00972123	.1398	0.00937052	.0602	100
09	100	1.21204e-05	.0477			0.00181147	.097	0.00299346	.0554	100
07	100	0.0147448	.052	0.0188204	.0729	0.0157009	.1318	0.0148802	.0535	100
08	100	0.0094334	.0577	0.00905147	.073	0.00642476	.1488	0.000864882	.0618	100
10	100	0.000582384	.0577	0.0100947	.0788	0.0134468	.1265	0.0470642	.0662	100
03	100	0.0895922	.0545			0.0266315	.1268	0.0266937	.0728	200
05	100	0.00223993	.0631			0.0581431	.1499	0.0624267	.0718	200
02	100	0.0228154	.0672			0.0222593	.1503	0.022831	.074	200
04	100	0.00160028	.047	0.00610819	.0622	0.00294006	.1231	0.00252624	.0723	200
01	100	0.00152365	.0494	0.000757911	.0635	0.0214758	.1232	0.0929453	.0697	200
06	100	0.0131236	.0616			0.062328	.1353	0.0709335	.0823	200
08	100	0.011579	.0662			0.0115304	.1539	0.00425247	.0717	200
09	100	0.00015431	.0467			0.00181741	.1112	0.0155634	.0661	200
07	100	0.00445653	.0568	0.0209691	.0809	0.0199823	.1405	0.0154976	.0638	200
10	100	0.00213	.0603	0.0463328	.0849	0.00812434	.1454	0.0311234	.0789	200
04	100	0.0149973	.0487			0.0177398	.1253	0.0256821	.0752	300
02	100	0.112156	.0746			0.0899016	.1502	0.0477342	.0833	300
03	100	0.094463	.0621			0.103906	.1314	0.106544	.0838	300
05	100	0.0281016	.0687			0.0381066	.1631	0.0231387	.0904	300
01	100	0.000905576	.0569			0.101214	.1314	0.00696435	.0786	300
10	100	0.00960235	.0605			0.0825244	.1417	0.0215181	.0829	300
06	100	0.0214869	.0743			0.100403	.1438	0.0542642	.092	300
07	100	0.0187053	.0586			0.0200979	.1512	0.016033	.0713	300
09	100	0.000385301	.0482			0.0144627	.1132	0.00207872	.0746	300
08	100	0.00599561	.0712			0.0746988	.1511	0.0132924	.0814	300
01	100	0.011638	.0636			0.111883	.126	0.14339	.0909	400
03	100	0.129966	.0747			0.130194	.1369	0.154584	.0965	400
04	100	0.0207813	.0583			0.252326	.1413	0.0121303	.0857	400
05	100	0.0615201	.0772			0.181235	.1499	0.0873665	.0984	400
02	100	0.0585574	.0893			0.146002	.1576	0.0455954	.0925	400
10	100	0.0300251	.0717			0.113865	.1679	0.0733172	.0943	400
09	100	0.00705033	.0574			0.0160183	.1141	0.0166083	.0823	400
07	100	0.0194237	.061			0.0654516	.1488	0.080539	.0836	400
06	100	0.195419	.1107			0.133908	.1416	0.154808	.1117	400
08	100	0.145638	.083			0.181564	.1483	0.104983	.0912	400
03	100	0.644149	.4552			0.460768	.1635	0.513405	.1345	500
05	100	0.451399	.2418			0.466333	.2074	0.469353	.1498	500
02	100	0.360163	.1753			0.390033	.1747	0.416427	.1276	500
01	100	0.315709	.1666			0.333107	.1686	0.336892	.1269	500
04	100	0.139392	.1059			0.285726	.142	0.280609	.1128	500
08	100	0.631007	.4			0.374309	.1746	0.427958	.1248	500
07	100	0.0297685	.0906			0.0341889	.1614	0.114279	.108	500
09	100	0.231755	.1516			0.295428	.1711	0.321384	.1197	500
06	100	0.656349	.5682			0.590288	.1835	0.622329	.1538	500
10	100	0.19478	.1261			0.296648	.1811	0.228078	.124	500
