344	0.21897	500	max
1771	0.207541	500	max
4127	0.215298	500	max
6678	0.102138	500	max
6076	0.105936	500	max
3578	0.0372737	500	max
3842	0.528518	500	max
2887	0.558339	500	max
2271	0.564847	500	max
419	0.583897	500	max
176	0.0498253	500	max
2536	0.530782	500	max
3131	0.541025	500	max
5260	0.531841	500	max
3714	0.575035	500	max
4284	0.616066	500	max
7513	0.621146	500	max
4785	0.079083	500	max
2879	0.0923881	500	max
5777	0.0211781	500	max
5387	0.156997	500	max
4981	0.16425	500	max
5841	0.165758	500	max
1790	0.401157	500	max
5414	0.40349	500	max
5352	0.3959	500	max
290	0.38538	500	max
5796	0.36135	500	max
6387	0.375931	500	max
4653	0.372233	500	max
6897	0.370603	500	max
288	0.254728	500	max
4954	0.275051	500	max
3780	0.261925	500	max
496	0.271755	500	max
6618	0.260651	500	max
172	0.273306	500	max
642	0.27062	500	max
6820	0.244964	500	max
6751	0.148313	500	max
1917	0.161558	500	max
6202	0.177185	500	max
2630	0.154981	500	max
450	0.198079	500	max
1131	0.174572	500	max
6653	0.10863	500	max
3719	0.0884407	500	max
5915	0.0785729	500	max
1659	0.0272383	500	max
103	0.100427	500	max
4769	0.0720996	500	max
4584	0.112563	500	max
5172	0.124649	500	max
2516	0.634509	500	max
3025	0.543392	500	max
475	0.538107	500	max
6781	0.55485	500	max
5058	0.571139	500	max
5523	0.562558	500	max
2213	0.472011	500	max
2055	0.496004	500	max
7118	0.506363	500	max
6617	0.532803	500	max
1117	0.512808	500	max
2851	0.496825	500	max
732	0.48989	500	max
1197	0.536008	500	max
4566	0.553049	500	max
7447	0.0652294	500	max
5231	0.723026	500	max
6022	0.778578	500	max
6731	0.410069	500	max
2923	0.505711	500	max
3361	0.455372	500	max
6696	0.381419	500	max
2463	0.394092	500	max
6174	0.372902	500	max
2646	0.124622	500	max
2542	0.157682	500	max
309	0.160218	500	max
3530	0.0635483	500	max
2123	0.624638	500	max
466	0.481896	500	max
6162	0.52885	500	max
6360	0.572504	500	max
2158	0.591903	500	max
4296	0.589591	500	max
250	0.429525	500	max
5178	0.429557	500	max
4627	0.603617	500	max
5339	0.506861	500	max
4764	0.507106	500	max
5855	0.543207	500	max
2776	0.426931	500	max
30	0.454108	500	max
5036	0.483246	500	max
2466	0.48676	500	max
6534	0.473162	500	max
2198	0.520987	500	max
1400	0.504985	500	max
7320	0.523421	500	max
2529	0.521365	500	max
7222	0.515759	500	max
5132	0.295408	500	max
564	0.322687	500	max
2543	0.359109	500	max
5291	0.423705	500	max
7291	0.47178	500	max
1128	0.468825	500	max
7532	0.452322	500	max
3180	0.478334	500	max
6213	0.493837	500	max
6855	0.492401	500	max
362	0.483584	500	max
2729	0.0649168	500	max
4457	0.085117	500	max
2353	0.331652	500	max
3468	0.443827	500	max
3815	0.422601	500	max
723	0.436138	500	max
2950	0.455044	500	max
3706	0.477359	500	max
4207	0.46321	500	max
6054	0.456837	500	max
3922	0.480672	500	max
3914	0.482708	500	max
7426	0.48064	500	max
5088	0.499527	500	max
1088	0.502904	500	max
7038	0.495459	500	max
2809	0.50211	500	max
6432	0.498801	500	max
1042	0.365381	500	max
4801	0.349928	500	max
5567	0.100456	500	max
6314	0.0876221	500	max
