G000153665
G000154085
G000156575
G000159435
G000159555
G000167895
G000169975
G000170635
G000170655
G000171715
G000172195
G000172215
G000173795
G000174275
G000174675
G000174715
G000177295
G000180255
G000180315
G000193755
G000205525
G000215545
G000215585
G000215605
G000219395
G000227845
G000228045
G000233955
G000239135
G000241835
G000258575
G000264355
G000283455
G000284915
G000285435
G000285795
G000292865
G000298255
G000298295
G000301495
G000304935
G000312465
G000312785
G000333475
G000376065
G000376205
G000384635
G000405645
G000406905
G000411915
G000415525
G000415585
G000415605
G000417565
G000450805
G000451045
G000463795
G000463915
G000464395
G000464415
G000465635
G000465855
G000465935
G000468795
G000472885
G000477555
G000483245
G000483345
G000483525
G000484715
G000485015
G000485295
G000494565
G000500445
G000504625
G000505585
G000508505
G000508525
G000508645
G000508665
G000508745
G000513015
G000517705
G000517825
G000601015
G000603345
G000612705
G000615615
G000632535
G000632785
G000634395
G000682055
G000686485
G000687755
G000689455
G000695445
G000698455
G000708735
G000709595
G000712895
G000721085
G000723865
G000723965
G000724685
G000731555
G000735325
G000740735
G000740745
G000759145
G000763125
G000767175
G000768125
G000769055
G000771025
G000773865
G000778195
G000780515
G000785845
G000786135
G000786845
G000786865
G000798645
G000802255
G000804465
G000805695
G000818175
G000877955
G000878095
G000878105
G000934435
G000940315
G000948355
G000951135
G000962795
G000980425
G000983055
G000983075
G000988235
G000989355
G000989365
G000989975
G000990225
G000990695
G000991615
G000992365
G000993215
G000993985
G000994485
G000994745
G000994895
G000995185
G000995285
G000995795
G000995865
G000996185
G000996315
G000996445
G000997755
G000998505
G000999815
G001001715
G001001885
G001002185
G001002615
G001003475
G001003755
G001004375
G001004445
G001010105
G001010435
G001017915
G001023775
G001025745
G001047335
G001047735
G001052795
G001052925
G001055105
G001058635
G001058735
G001058745
G001059375
G001060255
G001061515
G001061525
G001062245
G001063255
G001063985
G001064775
G001067615
G001068065
G001068615
G001068645
G001069995
G001070015
G001070555
G001072395
G001073125
G001073525
G001074655
G001075325
G001075745
G001077235
G001083385
G001083665
G001086105
G001086305
G001087605
G001092225
G001094605
G001095665
G001098365
G001098865
G001103125
G001107345
G001112405
G001113585
G001115045
G001115225
G001117205
G001117785
G001120025
G001120425
G001121265
G001123925
G001124745
G001126825
G001127605
G001129925
G001130745
G001132125
G001134245
G001140065
G001141665
G001143845
G001144305
G001148425
G001153025
G001155105
G001155345
G001157605
G001157985
G001160225
G001161325
G001163405
G001167805
G001169765
G001171305
G001171605
G001177185
G001181985
G001187325
G001187805
G001189835
G001193295
G001194745
G001195745
G001198395
G001199155
G001203095
G001203335
G001205115
G001205235
G001206515
G001207275
G001211285
G001213005
G001213085
G001213105
G001213265
G001213525
G001215425
G001215805
G001216285
G001217505
G001225285
G001227165
G001228205
G001230465
G001231285
G001231645
G001231665
G001232085
G001233385
G001233445
G001233725
G001233785
G001235505
G001237805
G001238705
G001258975
G001268065
G001268085
G001273975
G001286705
G001292745
G001294365
G001302325
G001304565
G001306785
G001314745
G001317705
G001317725
G001317745
G001317765
G001318425
G001322985
G001324185
G001336935
G001337435
G001338635
G001338775
G001338955
G001339055
G001339675
G001339895
G001340135
G001340435
G001340635
G001340955
G001343375
G001343615
G001344035
G001344555
G001344575
G001344875
G001345395
G001346435
G001348095
G001348315
G001350795
G001373475
G001376955
G001384895
G001386495
G001392995
G001393835
G001393915
G001394035
G001394115
G001394195
G001394315
G001394355
G001394555
G001394855
G001395435
G001397415
G001398115
G001398195
G001398235
G001398315
G001398355
G001398375
G001398395
G001404235
G001405055
G001405495
G001405875
G001406195
G001407155
G001407175
G001407215
G001407395
G001407875
G001410815
G001432825
G001432865
G001433185
G001437485
G001439165
G001447195
G001458455
G001458715
G001458755
G001461685
G001469885
G001475555
G001477165
G001477405
G001509265
G001510145
G001510875
G001511615
G001515095
G001517865
G001531445
G001541865
G001542055
G001542135
G001542155
G001542175
G001546155
G001546845
G001557085
G001557475
G001562985
G001566535
G001574855
G001576665
G001578475
G001583095
G001583105
G001583125
G001583175
G001589275
G001601275
G001602695
G001602775
G001602805
G001603255
G001603325
G001603685
G001610445
G001610465
G001610515
G001611995
G001612575
G001614565
G001615545
G001626205
G001627055
G001627105
G001627435
G001627445
G001627475
G001627525
G001627635
G001637315
G001637395
G001639985
G001641605
G001643175
G001648955
G001655735
G001655815
G001655835
G001655975
G001657685
G001657725
G001657755
G001657765
G001657785
G001657815
G001660605
G001662105
G001663695
G001670645
G001675725
G001678065
G001683825
G001683835
G001684445
G001693095
G001693105
G001693115
G001693125
G001693175
G001693185
G001693195
G001693205
G001700395
G001700445
G001703875
G001703995
G001704685
G001704705
G001704915
G001705345
G001706735
G001706775
G001707475
G001714895
G001719465
G001719865
G001720075
G001720095
G001721465
G001723875
G001724885
G001725465
G001725645
G001725755
G001726005
G001743375
G001743425
G001743455
G001748965
G001751065
G001764565
G001769325
G001770965
G001772965
G001775155
G001776225
G001776975
G001780415
G001781375
G001781875
G001784315
G001784775
G001785675
G001786055
G001787115
G001787155
G001789545
G001792135
G001792165
G001794145
G001794475
G001798415
G001804485
G001814445
G001819535
G001819655
G001820275
G001825365
G001829755
G001858355
G001858405
G001861515
G001863055
G001863195
G001863875
G001864455
G001864505
G001876295
G001876335
G001876485
G001894475
G001896625
G001896705
G001896715
G001905195
G001905265
G001910205
G001910495
G001918455
G001919035
G001919535
G001919785
G001919965
G001920495
G001920655
G001922565
G001922625
G001935895
G001935905
G001937225
G001938755
G001938805
G001939595
G001940505
G001956835
G001974775
G001975525
G001990805
G001999465
G002003765
G002006985
G002009985
G002010355
G002011195
G002011255
