0.378705,external,real
0.376992,external,real
0.352737,external,real
0.325418,external,real
0.579269,external,real
0.506546,external,real
0.187725,external,real
0.149508,external,real
0.187559,external,real
0.222409,external,real
0.508332,external,real
0.194538,external,real
0.177516,external,real
0.160322,external,real
0.31104,external,real
0.01576,external,real
0.004043,external,real
0.0315,external,real
0.156119,external,real
0.177365,external,real
0.184181,external,real
0.158794,external,real
0.007138,external,real
0.019496,external,real
0.138632,external,real
0.004729,external,real
0.006399,external,real
0.023788,external,real
0.017399,external,real
0.002644,external,real
0.005379,external,real
0.131702,external,real
0.009296,external,real
0.028247,external,real
0.02501,external,real
0.036975,external,real
0.133157,external,real
0.000734,external,real
0.005206,external,real
0.009722,external,real
0.022223,external,real
0.004046,external,real
0.009954,external,real
0.345188,external,real
0.205732,external,real
0.215762,external,real
0.136281,external,real
0.17315,external,real
0.140112,external,real
0.158137,external,real
0.002302,external,real
0.019346,external,real
0.122528,external,real
0.129254,external,real
0.184525,external,real
0.204519,external,real
0.092194,external,real
0.086444,external,real
0.011738,external,real
0.017305,external,real
0.011645,external,real
0.000699,external,real
0.000599,external,real
1e-06,external,real
0.031349,external,real
0.012066,external,real
0.015052,external,real
0.010105,external,real
0.022217,external,real
0.016437,external,real
0.00321,external,real
0.062897,external,real
0.021735,external,real
0.003521,external,real
0.001223,external,real
0.110554,external,real
0.216185,external,real
0.187913,external,real
0.200895,external,real
0.107678,external,real
0.025334,external,real
0.05626,external,real
0.00876,external,real
0.007335,external,real
0.004407,external,real
0.005925,external,real
1e-06,external,real
0.000584,external,real
0.30262,external,real
0.168714,external,real
0.153549,external,real
0.035433,external,real
0.014652,external,real
0.183797,external,real
0.078373,external,real
0.015752,external,real
0.001906,external,real
0.004712,external,real
0.249831,external,real
0.208375,external,real
0.038773,external,real
0.006235,external,real
0.000674,external,real
1e-06,external,real
0.001764,external,real
0.003599,external,real
0.008867,external,real
0.169516,external,real
0.212605,external,real
0.279947,external,real
0.381188,external,real
0.295765,external,real
0.143982,external,real
0.072748,external,real
0.084312,external,real
0.010365,external,real
0.173044,external,real
0.141135,external,real
0.005468,external,real
0.001238,external,real
0.237349,external,real
0.217151,external,real
0.220872,external,real
0.224853,external,real
0.18609,external,real
0.142052,external,real
0.221433,external,real
0.230502,external,real
0.119778,external,real
0.127158,external,real
0.141824,external,real
0.132715,external,real
0.137904,external,real
0.16137,external,real
0.177965,external,real
0.150858,external,real
0.25694,external,real
0.174407,external,real
0.094335,external,real
0.091481,external,real
0.201847,external,real
0.132976,external,real
0.123244,external,real
0.221614,external,real
0.172607,external,real
0.100433,external,real
0.217654,external,real
0.295546,external,real
0.162016,external,real
0.152607,external,real
0.111555,external,real
0.14859,external,real
0.084486,external,real
0.18807,external,real
0.100455,external,real
0.083941,external,real
0.310299,external,real
0.075295,external,real
0.064002,external,real
0.117198,external,real
0.15057,external,real
0.112271,external,real
0.100525,external,real
0.072588,external,real
0.105599,external,real
0.161177,external,real
0.193464,external,real
0.160165,external,real
0.116255,external,real
0.002994,external,real
0.002973,external,real
0.124879,external,real
0.142553,external,real
0.161407,external,real
0.138279,external,real
0.081412,external,real
0.097072,external,real
0.007019,external,real
0.002572,external,real
0.105347,external,real
0.051142,external,real
0.062667,external,real
0.110308,external,real
0.098738,external,real
0.094185,external,real
0.10873,external,real
0.007128,external,real
0.002192,external,real
0.362571,external,real
0.344431,external,real
0.262662,external,real
0.184719,external,real
0.297391,external,real
0.262549,external,real
0.171101,external,real
0.200839,external,real
0.204737,external,real
0.023422,external,real
0.000186,external,real
0.012078,external,real
0.336805,external,real
0.273644,external,real
0.229517,external,real
0.171859,external,real
0.340374,external,real
0.310107,external,real
0.379372,external,real
0.174924,external,real
0.181933,external,real
0.279795,external,real
0.136394,external,real
0.011372,external,real
0.001155,external,real
0.01038,external,real
0.210894,external,real
0.198902,external,real
0.011311,external,real
0.050789,external,real
0.004989,external,real
0.008811,external,real
1e-06,external,real
0.453208,external,real
0.720141,external,real
0.357409,external,real
0.322115,external,real
0.203761,external,real
0.192232,external,real
0.233501,external,real
0.117521,external,real
0.008946,external,real
0.00154,external,real
0.014143,external,real
0.000301,external,real
0.005082,external,real
0.005819,external,real
0.029632,external,real
0.003894,external,real
0.000816,external,real
0.111074,external,real
0.007969,external,real
0.010725,external,real
0.003268,external,real
1e-06,external,real
0.003893,external,real
0.190006,external,real
0.138522,external,real
0.031689,external,real
0.039837,external,real
0.017806,external,real
0.016282,external,real
0.001907,external,real
0.017597,external,real
0.240535,external,real
0.035787,external,real
0.038393,external,real
0.031954,external,real
0.006613,external,real
0.007429,external,real
0.008051,external,real
0.001634,external,real
0.174027,external,real
0.162958,external,real
0.644756,external,real
0.320617,external,real
0.286963,external,real
0.255642,external,real
0.276248,external,real
0.278256,external,real
0.379626,external,real
0.399823,external,real
0.384331,external,real
0.304708,external,real
0.00783,external,real
0.008163,external,real
0.274837,external,real
0.249333,external,real
0.27067,external,real
0.199934,external,real
0.206646,external,real
0.182887,external,real
1e-06,external,real
0.000293,external,real
0.005033,external,real
0.006769,external,real
0.200124,external,real
0.003865,external,real
0.014799,external,real
1e-06,external,real
0.027199,external,real
0.00816,external,real
0.038311,external,real
0.016362,external,real
0.00111,external,real
0.010547,external,real
0.01059,external,real
0.011389,external,real
0.251638,external,real
0.19243,external,real
0.014552,external,real
0.007617,external,real
0.013094,external,real
0.018463,external,real
0.013784,external,real
0.008328,external,real
0.201784,external,real
0.174722,external,real
0.150037,external,real
0.145623,external,real
0.000389,external,real
0.010167,external,real
0.192851,external,real
0.158727,external,real
0.200996,external,real
0.022132,external,real
0.005305,external,real
0.018255,external,real
0.015037,external,real
0.272882,external,real
0.410419,external,real
0.181972,external,real
0.108694,external,real
0.007327,external,real
0.005989,external,real
0.001002,external,real
0.005419,external,real
0.007179,external,real
0.010441,external,real
