uDance	3	100	10800000000
uDance	5	100	10600000000
uDance	9	100	10700000000
uDance	3	500	33300000000
uDance	5	500	26100000000
uDance	9	500	39400000000
concat	3	100	11000000000
concat	3	500	57000000000
concat	5	100	9000000000
concat	5	500	45000000000
concat	9	100	13000000000
concat	9	500	68000000000
FT2+ASTRAL	3	100	87000000000
FT2+ASTRAL	5	100	85000000000
FT2+ASTRAL	9	100	76000000000
