.4927	0.5_0.5	5.5	1	01
.5298	0.5_0.5	5.5	1	02
.6062	0.5_0.5	5.5	1	03
.5391	0.5_0.5	5.5	1	04
.5146	0.5_0.5	5.5	1	05
.5822	0.5_0.5	5.5	1	06
.7585	0.5_0.5	5.5	1	07
.5602	0.5_0.5	5.5	1	08
.6796	0.5_0.5	5.5	1	09
.542	0.5_0.5	5.5	1	10
.5397	0.5_0.5	5.5	1	11
.6027	0.5_0.5	5.5	1	12
.5842	0.5_0.5	5.5	1	13
.4922	0.5_0.5	5.5	1	14
.5425	0.5_0.5	5.5	1	15
.5917	0.5_0.5	5.5	1	16
.5415	0.5_0.5	5.5	1	17
.6235	0.5_0.5	5.5	1	18
.5924	0.5_0.5	5.5	1	19
.6316	0.5_0.5	5.5	1	20
.61	0.5_0.5	5.5	2	01
.5997	0.5_0.5	5.5	2	02
.4438	0.5_0.5	5.5	2	03
.5754	0.5_0.5	5.5	2	04
.5633	0.5_0.5	5.5	2	05
.6078	0.5_0.5	5.5	2	06
.5077	0.5_0.5	5.5	2	07
.585	0.5_0.5	5.5	2	08
.5252	0.5_0.5	5.5	2	09
.6428	0.5_0.5	5.5	2	10
.4937	0.5_0.5	5.5	2	11
.5392	0.5_0.5	5.5	2	12
.6982	0.5_0.5	5.5	2	13
.6268	0.5_0.5	5.5	2	14
.6235	0.5_0.5	5.5	2	15
.4685	0.5_0.5	5.5	2	16
.5844	0.5_0.5	5.5	2	17
.5661	0.5_0.5	5.5	2	18
.3952	0.5_0.5	5.5	2	19
.5187	0.5_0.5	5.5	2	20
.4317	0.5_0.5	5.5	3	01
.4728	0.5_0.5	5.5	3	02
.4873	0.5_0.5	5.5	3	03
.6293	0.5_0.5	5.5	3	04
.5266	0.5_0.5	5.5	3	05
.3879	0.5_0.5	5.5	3	06
.4218	0.5_0.5	5.5	3	07
.4551	0.5_0.5	5.5	3	08
.5097	0.5_0.5	5.5	3	09
.5269	0.5_0.5	5.5	3	10
.5066	0.5_0.5	5.5	3	11
.592	0.5_0.5	5.5	3	12
.5152	0.5_0.5	5.5	3	13
.5738	0.5_0.5	5.5	3	14
.5684	0.5_0.5	5.5	3	15
.5233	0.5_0.5	5.5	3	16
.4982	0.5_0.5	5.5	3	17
.5086	0.5_0.5	5.5	3	18
.4981	0.5_0.5	5.5	3	19
.4713	0.5_0.5	5.5	3	20
.4359	0.5_0.5	6	1	01
.4941	0.5_0.5	6	1	02
.5183	0.5_0.5	6	1	03
.508	0.5_0.5	6	1	04
.4703	0.5_0.5	6	1	05
.5588	0.5_0.5	6	1	06
.7347	0.5_0.5	6	1	07
.5238	0.5_0.5	6	1	08
.6185	0.5_0.5	6	1	09
.5123	0.5_0.5	6	1	10
.5119	0.5_0.5	6	1	11
.5773	0.5_0.5	6	1	12
.558	0.5_0.5	6	1	13
.4406	0.5_0.5	6	1	14
.4989	0.5_0.5	6	1	15
.5631	0.5_0.5	6	1	16
.5141	0.5_0.5	6	1	17
.5898	0.5_0.5	6	1	18
.5648	0.5_0.5	6	1	19
.5775	0.5_0.5	6	1	20
.5865	0.5_0.5	6	2	01
.5694	0.5_0.5	6	2	02
.3919	0.5_0.5	6	2	03
.5292	0.5_0.5	6	2	04
.5046	0.5_0.5	6	2	05
.5638	0.5_0.5	6	2	06
.4637	0.5_0.5	6	2	07
.5636	0.5_0.5	6	2	08
.5065	0.5_0.5	6	2	09
.6045	0.5_0.5	6	2	10
.44	0.5_0.5	6	2	11
.5033	0.5_0.5	6	2	12
.68	0.5_0.5	6	2	13
.603	0.5_0.5	6	2	14
.593	0.5_0.5	6	2	15
.4212	0.5_0.5	6	2	16
.5555	0.5_0.5	6	2	17
.5293	0.5_0.5	6	2	18
.3517	0.5_0.5	6	2	19
.4854	0.5_0.5	6	2	20
.3755	0.5_0.5	6	3	01
.4426	0.5_0.5	6	3	02
.4103	0.5_0.5	6	3	03
.517	0.5_0.5	6	3	04
.4474	0.5_0.5	6	3	05
.3498	0.5_0.5	6	3	06
.3819	0.5_0.5	6	3	07
.4137	0.5_0.5	6	3	08
.4411	0.5_0.5	6	3	09
.4701	0.5_0.5	6	3	10
.4467	0.5_0.5	6	3	11
.5227	0.5_0.5	6	3	12
.4533	0.5_0.5	6	3	13
.4648	0.5_0.5	6	3	14
.5012	0.5_0.5	6	3	15
.4736	0.5_0.5	6	3	16
.4549	0.5_0.5	6	3	17
.4642	0.5_0.5	6	3	18
.4357	0.5_0.5	6	3	19
.3976	0.5_0.5	6	3	20
.4694	1.5_1	5.5	1	01
.5704	1.5_1	5.5	1	02
.7464	1.5_1	5.5	1	03
.4982	1.5_1	5.5	1	04
.6656	1.5_1	5.5	1	05
.566	1.5_1	5.5	1	06
.621	1.5_1	5.5	1	07
.3457	1.5_1	5.5	1	08
.7054	1.5_1	5.5	1	09
.4578	1.5_1	5.5	1	10
.5404	1.5_1	5.5	1	11
.5692	1.5_1	5.5	1	12
.5925	1.5_1	5.5	1	13
.674	1.5_1	5.5	1	14
.5894	1.5_1	5.5	1	15
.5271	1.5_1	5.5	1	16
.4812	1.5_1	5.5	1	17
.6007	1.5_1	5.5	1	18
.5832	1.5_1	5.5	1	19
.5361	1.5_1	5.5	1	20
.4043	1.5_1	5.5	2	01
.6432	1.5_1	5.5	2	02
.45	1.5_1	5.5	2	03
.5976	1.5_1	5.5	2	04
.4458	1.5_1	5.5	2	05
.4189	1.5_1	5.5	2	06
.5047	1.5_1	5.5	2	07
.3977	1.5_1	5.5	2	08
.3473	1.5_1	5.5	2	09
.4974	1.5_1	5.5	2	10
.4459	1.5_1	5.5	2	11
.6081	1.5_1	5.5	2	12
.4925	1.5_1	5.5	2	13
.4877	1.5_1	5.5	2	14
.4457	1.5_1	5.5	2	15
.5488	1.5_1	5.5	2	16
.5332	1.5_1	5.5	2	17
.61	1.5_1	5.5	2	18
.394	1.5_1	5.5	2	19
.5826	1.5_1	5.5	2	20
.7863	1.5_1	5.5	3	01
.5356	1.5_1	5.5	3	02
.6035	1.5_1	5.5	3	03
.6351	1.5_1	5.5	3	04
.5754	1.5_1	5.5	3	05
.5168	1.5_1	5.5	3	06
.496	1.5_1	5.5	3	07
.4821	1.5_1	5.5	3	08
.5585	1.5_1	5.5	3	09
.5094	1.5_1	5.5	3	10
.5628	1.5_1	5.5	3	11
.577	1.5_1	5.5	3	12
.6569	1.5_1	5.5	3	13
.6855	1.5_1	5.5	3	14
.7964	1.5_1	5.5	3	15
.5922	1.5_1	5.5	3	16
.6763	1.5_1	5.5	3	17
.4494	1.5_1	5.5	3	18
.4682	1.5_1	5.5	3	19
.4437	1.5_1	5.5	3	20
.4251	1.5_1	6	1	01
.5398	1.5_1	6	1	02
.7025	1.5_1	6	1	03
.482	1.5_1	6	1	04
.6413	1.5_1	6	1	05
.5314	1.5_1	6	1	06
.5673	1.5_1	6	1	07
.3091	1.5_1	6	1	08
.6835	1.5_1	6	1	09
.4152	1.5_1	6	1	10
.5193	1.5_1	6	1	11
.5428	1.5_1	6	1	12
.5639	1.5_1	6	1	13
.6476	1.5_1	6	1	14
.5461	1.5_1	6	1	15
.483	1.5_1	6	1	16
.4445	1.5_1	6	1	17
.5754	1.5_1	6	1	18
.563	1.5_1	6	1	19
.4954	1.5_1	6	1	20
.3833	1.5_1	6	2	01
.6138	1.5_1	6	2	02
.4095	1.5_1	6	2	03
.5676	1.5_1	6	2	04
.3843	1.5_1	6	2	05
