Len1	Boot1	Len2	Boot2
0.0221843574	N9030	0.0317821526	N8649
0.0134718685	N9029	0.0160887558	N8648
0.023830219399999998	N9043	0.0196049572	N8661
0.0230850496	N9035	0.0208040652	N8654
0.0378207813	N9033	0.0441240853	N8652
0.056023655900000004	N9034	0.0740817942	N8653
0.0705199982	N9041	0.0714099653	N8660
0.0156464272	N9040	0.0191769787	N8659
0.011922648800000001	N9039	0.0071934096	N8658
0.0129409653	N9036	0.0184383923	N8655
0.0118210594	N9038	0.0161378301	N8657
0.0126337162	N9037	0.0141173591	N8656
0.18235066	N9009	0.0645857258	N8631
0.0436211328	N9117	0.0219715055	N8622
0.0481360185	N9116	0.0304468486	N8621
0.2043212268	N9111	0.0534420666	N8620
0.1785338254	N9086	0.1896049365	N8599
0.039682700099999996	N9085	0.0178068982	N8598
0.0334760401	N9084	0.0191022756	N8597
0.0348240141	N9083	0.0294861697	N8596
0.0366687979	N9080	0.0278552227	N8593
0.0454224373	N9082	0.0504430154	N8595
0.0260437757	N9081	0.0239636168	N8594
0.0500223938	N9109	0.0393244087	N8618
0.0735111632	N9107	0.0294746652	N8617
0.1006975586	N9106	0.1208926332	N8616
0.0576513764	N9095	0.0573565831	N8606
0.0508056545	N9093	0.0541191361	N8604
0.0670086003	N9094	0.0697297893	N8605
0.0656832505	N9105	0.089582244	N8615
0.0468448202	N9098	0.0432418406	N8609
0.02730256	N9097	0.0209554473	N8608
0.032939464	N9096	0.0292051353	N8607
0.0346309298	N9104	0.0250314717	N8614
0.0730188392	N9100	0.0719952324	N8613
0.0421992226	N9099	0.0604953028	N8612
0.1232280025	N9102	0.0933861119	N8611
0.0357108818	N9101	0.0399864535	N8610
0.075468892	N9091	0.0301476512	N8603
0.0498703732	N9090	0.0512194927	N8602
0.1005265008	N9089	0.1047385021	N8601
0.0272234372	N9088	0.0286514897	N8600
0.1901751144	N9074	0.1162649705	N8592
0.1431954031	N9071	0.0862448429	N8591
0.043537779	N9070	0.0266327294	N8590
0.1443855628	N9066	0.1540754613	N8587
0.0564207855	N9069	0.0520582288	N8589
0.0888499038	N9067	0.041417467	N8588
0.1776789523	N9064	0.1416509997	N8586
0.0880122035	N9060	0.0881193006	N8583
0.1236782659	N9062	0.0854353047	N8585
0.0432319794	N9061	0.0389504425	N8584
0.2467791992	N8995	0.2181766729	N8582
0.1871296894	N9415	0.0785839033	N8573
0.0779569043	N9414	0.0473537507	N8572
0.0844867823	N9413	0.0783362064	N8571
0.0719040436	N9412	0.0512559998	N8570
0.5122876293	N9408	0.469601426	N8569
0.1256919127	N8588	0.0881049872	N8340
0.070219562	N8406	0.1027343101	N8226
0.2165955561	N8586	0.1920007775	N8339
0.0533231848	N8585	0.0487980508	N8338
0.1175169601	N8583	0.0677039444	N8337
0.0291123846	N8582	0.0269117209	N8336
0.2827368609	N8429	0.4110589315	N8237
0.0777062616	N8428	0.0953400279	N8236
0.0033816665	N8427	0.009261081	N8235
0.0013371893999999998	N8426	0.000501852	N8234
0.0023706401	N8423	0.0015118855	N8231
0.0027664168	N8425	0.0052393024	N8233
2e-06	N8424	2.6696e-06	N8232
0.0373768065	N8438	0.0356252636	N8243
0.104721757	N8430	0.1174286122	N8238
0.0602632452	N8436	0.0331187654	N8242
0.065061804	N8432	0.0946488395	N8239
0.0947628973	N8434	0.0775498139	N8241
0.0539058085	N8433	0.0601048738	N8240
0.0671770442	N8578	0.0416746613	N8334
0.0618811364	N8495	0.0659864876	N8280
0.1355394631	N8492	0.1160536529	N8279
0.0197112498	N8486	0.0100894838	N8273
0.0217432036	N8485	0.0187685742	N8272
0.0245402168	N8484	0.0306253213	N8271
0.0482075553	N8482	0.0721634141	N8269
0.0286834316	N8483	0.0369499512	N8270
0.020760982	N8491	0.0246006175	N8278
0.0227703801	N8490	0.0187261093	N8277
0.0247629837	N8487	0.0312427635	N8275
0.0219726985	N8488	0.0308090637	N8274
0.0358777125	N8577	0.0383162844	N8333
0.0490951916	N8576	0.0310421988	N8332
0.0456334964	N8508	0.0649713785	N8289
0.0545867817	N8507	0.0477258782	N8288
0.0434504163	N8575	0.0257728788	N8331
0.0716090871	N8574	0.1024481846	N8330
0.0307276412	N8533	0.0304230502	N8305
0.0793119864	N8531	0.0618933999	N8304
0.035479729	N8530	0.0395967068	N8303
0.028102452700000002	N8525	0.0237924597	N8298
0.0272386395	N8524	0.0322584264	N8297
0.0260676404	N8529	0.0206197665	N8302
0.0260990988	N8528	0.0279410101	N8301
0.0267697933	N8527	0.0211775254	N8300
0.0252164609	N8526	0.0222982927	N8299
0.111507018	N8517	0.0724215636	N8296
0.0441752102	N8512	0.0663235141	N8294
0.026647995	N8511	0.0271374327	N8293
0.0275425735	N8515	0.0330158246	N8292
0.0532043431	N8513	0.0723299469	N8291
0.0303642141	N8573	0.0259144385	N8329
0.034747729	N8572	0.0272214616	N8328
0.0333946727	N8534	0.0481605822	N8306
0.0288670366	N8571	0.0321131414	N8327
0.0250468884	N8570	0.0354923044	N8325
0.1109837417	N8566	0.0198692961	N8324
0.0274221387	N8565	0.0309088801	N8323
0.0892057291	N8563	0.0868240164	N8322
0.0515432754	N8559	0.069087095	N8318
0.0296115763	N8557	0.0293473464	N8316
0.0265805707	N8558	0.0191902525	N8317
0.0289226828	N8562	0.0285921769	N8321
0.0375001714	N8561	0.0384878996	N8320
0.0325291524	N8560	0.0330288743	N8319
0.0549179853	N8555	0.0302581178	N8315
0.0358358013	N8549	0.0356916687	N8314
0.1252312146	N8548	0.1698390621	N8313
0.1066486334	N8552	0.0700933858	N8312
0.0289444914	N8536	0.0436050103	N8308
0.0322677249	N8535	0.0379412225	N8307
0.1770984812	N8539	0.0882669113	N8311
0.0382767723	N8537	0.0341237132	N8309
0.176576057	N8509	0.1992041645	N8290
0.2088878897	N8502	0.1935263708	N8287
0.0256591015	N8501	0.0316302256	N8286
0.0211452637	N8500	0.0180360166	N8285
0.020137285	N8499	0.0176407913	N8284
0.0212472192	N8498	0.0147793322	N8283
0.02120719	N8497	0.0214577294	N8282
0.0211452637	N8496	0.0181559995	N8281
0.026132094199999997	N8478	0.0397114508	N8267
0.0932373553	N8475	0.0675796811	N8266
0.028178906099999998	N8453	0.0213949966	N8250
0.0909897625	N8449	0.072164181	N8248
0.0729009565	N8446	0.0979247373	N8247
0.0570552073	N8447	0.0333354853	N8246
0.0737586435	N8472	0.0276513987	N8265
0.0569781379	N8470	0.0298197705	N8264
0.0325781352	N8463	0.0452894086	N8257
0.038091964	N8462	0.0329174878	N8256
0.0290785377	N8461	0.0199716578	N8255
0.0552261514	N8460	0.0678101168	N8254
0.0256854943	N8469	0.0303510995	N8263
0.0292173016	N8464	0.0308017296	N8258
0.0254885917	N8468	0.0175103327	N8262
0.0278533696	N8467	0.0167387615	N8261
0.051222617600000006	N8465	0.0643737877	N8260
0.0384821818	N8466	0.0462386246	N8259
0.0861434125	N8457	0.0482361902	N8253
0.0490275881	N8455	0.0654047971	N8252
0.0348416189	N8456	0.0396852592	N8251
0.1451599674	N8421	0.1869964998	N8230
0.2012278094	N8411	0.1764096027	N8228
0.1493242982	N8409	0.1684894535	N8227
0.07156704450000001	N8154	0.0360559921	N8119
0.0762220137	N8153	0.0574891315	N8118
0.2780914651	N8151	0.2558773911	N8117
0.1871769838	N8150	0.2055740488	N8116
1.0114923786	N8158	1.1422888286	N8010
0.0694856527	N10335	0.020322667	N8009
0.0477150393	N10019	0.0618431416	N8003
0.8490317287	N9678	0.715608704	N7784
0.4380798628	N9668	0.4000059932	N7782
0.15871216700000002	N9710	0.2474574517	N7830
0.0774033315	N9709	0.0978535274	N7829
0.1317943479	N9708	0.1354552239	N7828
0.1144372324	N9707	0.122131439	N7827
1e-06	N9706	0.0046010995	N7826
2e-06	N9705	2.7581e-06	N7825
2e-06	N9704	0.0167163074	N7824
0.0011525898000000001	N9703	0.0035968825	N7823
2e-06	N9702	2.41e-06	N7822
2e-06	N9701	0.0102415355	N7821
0.2677034037	N9697	0.1481460426	N7819
0.0710774152	N9696	0.0648889507	N7818
0.0537291503	N9692	0.0419219471	N7813
0.1751322884	N9691	0.1811626621	N7812
0.0884071753	N9695	0.0933016051	N7817
0.0900273357	N9693	0.1124571409	N7814
0.1321234677	N9694	0.1642233925	N7816
0.2167330904	N9756	0.2107093035	N7811
0.130080894	N9732	0.1698337727	N7810
0.0910476379	N9720	0.0938897182	N7803
0.0549910768	N9719	0.0623938283	N7802
0.088744567	N9713	0.1137141092	N7799
0.0452904757	N9715	0.0400006136	N7798
0.1362415158	N9729	0.0407536491	N7809
0.0391447615	N9728	0.0425003915	N7808
0.066713936	N9724	0.0922464454	N7805
0.0322000951	N9723	0.0245878808	N7804
0.0808755741	N9726	0.0496178985	N7807
0.0516837988	N9725	0.0719669214	N7806
0.1477917622	N9754	0.162734762	N7797
0.1228259884	N9750	0.0438463358	N7795
0.0970680457	N9742	0.1208686914	N7791
0.0383819035	N9749	0.0297599106	N7794
0.0786982623	N9744	0.1245429727	N7792
0.1117425909	N9746	0.0495036689	N7793
0.1316687731	N9739	0.1326282156	N7789
0.0698579435	N9738	0.081362843	N7788
0.0494937199	N9737	0.0521268801	N7787
0.1891841073	N9733	0.2248626669	N7790
0.0543103168	N9777	0.091272969	N7834
0.2519883861	N9775	0.2315561801	N7833
0.3370491923	N9768	0.3370870316	N7831
0.286492021	N9804	0.2482731358	N7854
0.0599977664	N9803	0.0539251412	N7853
0.2283558831	N9801	0.2360717466	N7845
0.1672786817	N9797	0.1289650133	N7844
0.0414907871	N9794	0.0519783093	N7841
0.0365224736	N9796	0.0477454854	N7843
0.0082009911	N9795	0.1363717698	N7842
0.1120061699	N9792	0.1194180568	N7840
0.108591102	N9788	0.0416004246	N7852
0.0559473619	N9787	0.0414687236	N7851
0.1355782333	N9786	0.1506058056	N7850
0.1196667869	N9782	0.1889478855	N7846
0.040355387	N9785	0.0294775407	N7849
0.0890420867	N9784	0.1428431811	N7848
1e-06	N9783	0.0095641412	N7847
0.2800337488	N9879	0.2716959766	N7922
0.1019595873	N9810	0.1023467665	N7864
0.077912239	N9814	0.0949894946	N7866
0.257095034	N9812	0.2783660405	N7865
0.0759769855	N9819	0.0985567584	N7872
0.1194533698	N9816	0.1579354686	N7871
0.0879899097	N9815	0.0967344485	N7870
0.2032577796	N9818	0.2457816377	N7869
0.1538284656	N9817	0.1798758632	N7868
0.0551779232	N9878	0.0389078621	N7920
0.3041101057	N9823	0.3817444948	N7875
0.0470068987	N9822	0.0615349758	N7874
0.0546279829	N9877	0.0557144828	N7919
0.0450255099	N9849	0.0589421633	N7895
0.0862040775	N9848	0.0993455624	N7894
0.0709997052	N9830	0.0716312695	N7881
0.1851665387	N9826	0.2280266893	N7876
0.2458411364	N9829	0.3071574155	N7880
0.0269425045	N9828	0.0188019537	N7879
0.0355052609	N9827	0.0455762012	N7878
0.0549105862	N9847	0.042886302	N7893
0.0718161021	N9832	0.148297218	N7882
0.0549387879	N9846	0.0290070115	N7892
0.0603988383	N9833	0.0913160243	N7883
0.0602986374	N9845	0.1097885405	N7891
0.2045384884	N9843	0.2192211935	N7890
0.1325305643	N9840	0.0659029629	N7889
0.052537329	N9839	0.0685550078	N7888
0.0951992316	N9838	0.1164008666	N7887
0.1713091312	N9836	0.1217720536	N7886
0.3711601368	N9835	0.4495145406	N7885
0.0019792811	N9834	0.0017023129	N7884
0.0402565359	N9876	0.0372634835	N7918
0.0624062462	N9856	0.10245119	N7901
0.0525907643	N9855	0.0676315909	N7900
0.2280214518	N9853	0.242819046	N7899
0.0471206884	N9850	0.0482701031	N7896
0.0345477	N9852	0.0274993707	N7898
0.0348861854	N9851	0.0330619332	N7897
0.03780205	N9875	0.0216054017	N7917
0.0468672251	N9874	0.0285922987	N7916
0.0717271513	N9860	0.0685091191	N7904
0.1018420834	N9859	0.0998209587	N7903
0.1035046054	N9858	0.1056289015	N7902
0.0634882755	N9873	0.0838304502	N7915
0.1552830252	N9864	0.2103523787	N7908
0.074199404	N9863	0.0925002619	N7907
0.0421162013	N9862	0.0471041102	N7906
0.0286383816	N9861	0.0200599306	N7905
0.0519527452	N9872	0.0399156868	N7914
0.0547959226	N9871	0.0410005998	N7913
0.0798931566	N9870	0.0719479425	N7912
0.09229854479999999	N9867	0.1160649106	N7911
0.0399751477	N9866	0.0326151273	N7910
0.1600639997	N9868	0.1493643778	N7909
0.25510228220000003	N9881	0.3661234099	N7923
0.1126318351	N9929	0.0777952636	N7952
0.0846831071	N9898	0.1315270175	N7933
0.2253093351	N9896	0.2111349877	N7932
0.161357559	N9885	0.1916768913	N7924
0.0952763711	N9895	0.0857194478	N7931
0.2572446274	N9894	0.2993262298	N7930
0.0958145873	N9893	0.0919157445	N7929
0.0689200619	N9889	0.0658861453	N7925
0.1708219994	N9892	0.2278030371	N7928
0.0178303128	N9890	0.0083211062	N7927
0.0130354237	N9891	0.0108034478	N7926
0.205984931	N9928	0.2253866597	N7951
0.0712952066	N9906	0.1171044793	N7937
0.0542353681	N9905	0.0521549745	N7936
0.0637193997	N9904	0.0525530177	N7935
0.1942840993	N9902	0.1942834001	N7934
0.0820542825	N9927	0.1128859611	N7950
0.092060121	N9926	0.1069698475	N7949
0.0977581666	N9923	0.0622670057	N7947
0.0477159112	N9922	0.0366136237	N7946
0.0504073096	N9921	0.0559736838	N7945
0.1551640991	N9917	0.2664186794	N7944
1e-06	N9916	0.0153948191	N7943
0.2149617515	N9912	0.1607880093	N7941
0.0699322135	N9909	0.0845615384	N7940
0.1392194106	N9910	0.1506473364	N7939
0.215952095	N9933	0.2879951869	N7959
0.1736726193	N9932	0.1905187703	N7958
0.2601969379	N9936	0.2504847568	N7954
0.0699772733	N9934	0.0613354013	N7953
0.046101537	N10010	0.0545634223	N7996
0.1964242528	N9954	0.1915302983	N7963
0.1661274998	N9951	0.0395310253	N7962
0.1158451415	N10008	0.1068649631	N7995
0.0838541447	N9957	0.1135448167	N7966
0.1227286088	N9956	0.1309872823	N7965
0.0704725624	N10007	0.0840391355	N7994
0.3643160773	N9958	0.4661735608	N7967
0.0502137156	N10005	0.0516027309	N7993
0.0452998834	N9981	0.0349281086	N7992
0.0962826042	N9979	0.0727327219	N7991
0.1610232127	N9977	0.1829143291	N7990
0.1240103867	N9976	0.1336464371	N7989
0.0448081172	N9969	0.0329790461	N7983
0.1622466241	N9966	0.2448529708	N7982
0.0210235018	N9965	0.0215793655	N7981
0.0504178398	N9968	0.0429354643	N7980
0.0696089757	N9975	0.0878283055	N7988
0.0995450586	N9970	0.1667958731	N7984
0.0909326615	N9974	0.1218247832	N7987
0.0533940558	N9971	0.0753223871	N7986
0.0666374919	N9972	0.0799384064	N7985
0.0928603685	N10003	0.0503013102	N7978
0.0933314927	N9987	0.1342030731	N7971
0.0395111706	N9999	0.0532703187	N7976
0.0478112149	N9996	0.0317499342	N7974
0.0457829787	N9995	0.0251874227	N7973
0.0755845663	N9994	0.097835347	N7972
0.1526377049	N9984	0.0826814522	N7969
0.2101071315	N9944	0.2167823193	N7957
0.0878944507	N9943	0.0795242338	N7956
0.5131709063	N10020	0.7105062652	N7685
0.0577858758	N10048	0.0654776041	N7720
0.0793738195	N10047	0.067649458	N7719
0.276105787	N10045	0.3736544035	N7710
0.1834779631	N10042	0.1407579695	N7708
0.0936762763	N10038	0.1934957085	N7705
0.1658989653	N10040	0.1877606578	N7707
0.0430397856	N10039	0.0353431801	N7706
0.3244054483	N10033	0.2882521	N7717
0.0839333537	N10027	0.079024279	N7711
0.1253202173	N10032	0.1579526199	N7716
1e-06	N10031	0.00659768	N7715
1e-06	N10028	0.0052914366	N7713
0.3706836223	N10025	0.4206253617	N7704
0.1346522307	N10021	0.1494910717	N7699
0.1510855513	N10024	0.1825114589	N7702
1e-06	N10023	0.0026041553	N7701
1e-06	N10022	0.0058234061	N7700
0.121739006	N10134	0.0721797748	N7764
0.0640453878	N10088	0.0745869182	N7732
0.0620103351	N10062	0.0662529706	N7725
0.282479182	N10061	0.2849096918	N7724
0.1619938368	N10060	0.2021915256	N7723
0.0065629347	N10059	0.0014328138	N7722
0.0039861725	N10058	0.031490711	N7721
0.252688306	N10085	0.2878549122	N7731
0.0900177129	N10084	0.0666017196	N7730
0.0641753744	N10083	0.0402744008	N7729
0.0751246509	N10082	0.0978795332	N7728
0.1238768485	N10073	0.1303036001	N7726
0.1396346506	N10079	0.0838636763	N7727
0.0534471669	N10133	0.0682680068	N7763
0.2791479383	N10090	0.2925588238	N7735
0.1321065786	N10089	0.2392073028	N7733
0.1826873324	N10131	0.1473788383	N7762
0.1264803113	N10098	0.0903838451	N7738
0.058637444999999996	N10095	0.0584494613	N7736
0.0715578674	N10130	0.0713142347	N7761
0.0626218417	N10103	0.075073211	N7740
0.4603266373	N10104	0.4975505003	N7741
0.325280812	N10105	0.4181853183	N7739
0.3022853699	N10107	0.3321988807	N7743
1e-06	N10106	0.0155149619	N7742
0.0543275987	N10127	0.0301794043	N7757
0.046277648	N10126	0.0431760458	N7756
0.1511911204	N10116	0.1954771197	N7755
0.0330994687	N10115	0.0272072274	N7754
0.0381209476	N10114	0.0495002744	N7753
1e-06	N10113	0.0084013092	N7752
2e-06	N10112	0.0040941314	N7751
2e-06	N10111	0.0078467665	N7750
0.0520876079	N10125	0.0374339279	N7749
0.0659015274	N10124	0.0791783408	N7748
0.0503147378	N10123	0.0366433417	N7747
0.0568658984	N10122	0.0254147789	N7746
0.0296628745	N10121	0.019832876	N7745
0.0433842205	N10120	0.0422418757	N7744
0.5670835968	N10056	0.7665667828	N7696
0.2474161618	N10055	0.3221425189	N7695
0.0118192632	N10054	0.0200149058	N7694
0.0047202807	N10053	0.0061394801	N7693
0.0032204868	N10052	0.0038772916	N7692
0.0053534756	N10051	0.0003298738	N7691
0.055017382000000004	N10330	0.09640605	N7619
0.0523502967	N10326	0.0429736877	N7617
0.0535613341	N10325	0.039920021	N7616
0.1127423249	N10323	0.0365675026	N7615
0.0703729571	N10322	0.063855517	N7614
0.1496148096	N10320	0.0880874916	N7613
0.0637432122	N10319	0.030996077	N7612
0.0561349548	N10315	0.0466175644	N7611
0.1905100947	N10276	0.2438816297	N7589
0.1041519152	N10270	0.0701717493	N7588
0.2152014935	N10313	0.1503169883	N7610
0.1412420029	N10312	0.1767347064	N7609
0.0489044305	N10299	0.0380600929	N7598
0.0446871932	N10298	0.0414230106	N7597
0.1258689649	N10295	0.0500285598	N7596
0.0401460197	N10294	0.0389451562	N7595
0.1797870959	N10291	0.1699576828	N7594
0.0843743943	N10311	0.1054979968	N7608
0.0459185338	N10310	0.045222455	N7607
0.0402780084	N10309	0.0277498441	N7606
0.0452808409	N10308	0.0461865551	N7605
0.0407978294	N10305	0.0285023544	N7602
0.0522679963	N10307	0.0674922873	N7604
0.0313023311	N10306	0.035259058	N7603
0.1068399284	N10302	0.0867657042	N7601
0.1026525624	N10301	0.1173175784	N7600
0.0741823054	N10300	0.0989569083	N7599
0.1082479291	N10289	0.0871535957	N7593
0.1132635101	N10287	0.1360601451	N7592
0.1601098153	N10284	0.0983873725	N7591
1e-06	N10283	0.0358347144	N7590
0.1551509121	N10318	0.2597747347	N7587
0.0861883192	N10316	0.0805578159	N7586
0.4089079958	N10264	0.3419238111	N7585
0.1048225419	N10262	0.0999063864	N7584
0.0376531555	N10261	0.0423996636	N7583
0.0241500259	N10260	0.0311049392	N7582
0.0260024513	N10257	0.0336587455	N7581
1e-06	N10256	0.0049999346	N7580
0.0240991727	N10258	0.035702096	N7579
0.057106313	N10254	0.1016270429	N7578
0.1129761082	N10251	0.1651646533	N7577
0.452732312	N10241	0.3746323944	N7575
0.0875003251	N10237	0.1681466553	N7572
0.1113487675	N10239	0.1747472615	N7574
0.001601782	N10238	0.0248237586	N7573
0.1811672198	N10234	0.1591754031	N7571
0.2948055643	N10231	0.172990752	N7570
0.073127052	N10221	0.0618956329	N7567
0.2824391205	N10227	0.2655090725	N7569
0.0594056202	N10224	0.0508785515	N7568
0.4856067239	N10198	0.5429970099	N7566
0.1397290732	N10179	0.1819236682	N7563
0.2889924006	N10177	0.2602402632	N7562
0.2793335686	N10174	0.1728006177	N7561
0.1143697055	N10168	0.1475440124	N7557
0.1727905248	N10167	0.1340989248	N7556
0.0908156009	N10173	0.1466921363	N7560
0.3127772891	N10170	0.203199413	N7559
0.0043884433	N10169	0.019294531	N7558
0.6813694943	N10161	0.5975818446	N7564
0.2671967457	N10146	0.2970870865	N7698
0.3533802491	N10143	0.2836257276	N7697
0.3490304068	N10139	0.4389552306	N7686
0.5351684398	N10363	0.3147097982	N7555
0.2616589365	N10362	0.3401256687	N7554
0.1918893855	N10360	0.1102730886	N7553
0.291927123	N10357	0.3072431701	N7540
0.0049022886000000005	N10355	0.0182221683	N7538
0.201619571	N10352	0.1979235892	N7552
0.139697024	N10350	0.1404902325	N7551
0.0025895587000000003	N10349	0.0129887346	N7550
2e-06	N10348	0.0129278541	N7549
2e-06	N10347	0.0066452477	N7548
0.0015598118999999998	N10346	0.0125071896	N7547
2e-06	N10345	0.0055294053	N7546
0.001168582	N10344	0.0039927883	N7545
0.0013862451999999998	N10343	0.0022534796	N7544
0.1241294338	N10340	0.0859565334	N7542
0.1306842309	N10339	0.0418322992	N7541
0.0585107596	N10831	0.0609569773	N2551
0.1055388782	N10408	0.1707610508	N2228
0.2602406192	N10407	0.3078653954	N2227
0.0870477724	N10395	0.0624146448	N2212
0.3595763682	N10387	0.3981175725	N2205
0.2753401421	N10393	0.2301460987	N2211
0.1354840271	N10389	0.1396906528	N2207
1e-06	N10388	0.0149527865	N2206
0.1457250792	N10392	0.1440740572	N2210
1e-06	N10391	0.0131564968	N2209
1e-06	N10390	0.012163808	N2208
0.0970596826	N10406	0.0746904168	N2226
0.0860131256	N10405	0.0895347371	N2218
0.2004435313	N10401	0.241529043	N2214
1e-06	N10400	0.0123674766	N2213
0.2231078116	N10404	0.2799667704	N2217
1e-06	N10403	0.0028376954	N2216
0.121116658	N10398	0.0777589537	N2225
0.0691888227	N10397	0.0436762552	N2220
0.209146736	N10396	0.2655407909	N2219
0.2078681281	N10829	0.1081110096	N2550
0.1290923557	N10448	0.1109361972	N2255
0.1112409465	N10419	0.1087977313	N2233
0.1167245137	N10418	0.1277901304	N2232
0.5296008857	N10415	0.4116707161	N2231
0.1727360522	N10414	0.1885709457	N2230
0.4927279386	N10410	0.4712691858	N2229
0.1264223258	N10447	0.1109575249	N2254
0.1542223296	N10446	0.20993514	N2253
0.1144397419	N10424	0.1311105435	N2236
0.2078028604	N10420	0.2375849446	N2235
0.0852790805	N10423	0.0891800338	N2234
0.1380666117	N10445	0.1610629123	N2252
0.1384461257	N10443	0.0733101301	N2251
0.2399082013	N10426	0.2726732464	N2238
1e-06	N10425	0.0026846957	N2237
0.2237797956	N10440	0.1411278561	N2250
0.0616300747	N10439	0.0642166525	N2249
0.0460883826	N10437	0.0571630912	N2247
0.055715806	N10436	0.0636282271	N2246
0.0323625228	N10431	0.0305576224	N2241
0.0582178909	N10430	0.0995725558	N2240
0.042099131899999996	N10435	0.0402518813	N2245
0.0257182499	N10434	0.0280421539	N2244
0.0066415082	N10433	0.0086016753	N2243
0.0049991447	N10432	0.0126759229	N2242
0.2327289491	N10427	0.2556355668	N2239
0.2160654053	N10828	0.3609038449	N2549
0.2641996249	N10449	0.297742933	N2256
0.1253383075	N10827	0.1104090969	N2548
0.103423174	N10452	0.0966828761	N2258
0.2479152622	N10450	0.2598307108	N2257
0.060140254899999995	N10826	0.0443150828	N2547
0.0647337022	N10684	0.0335536743	N2546
0.0459353011	N10682	0.0370610253	N2544
0.0545225735	N10463	0.0665847827	N2349
0.2335331996	N10462	0.3022599996	N2348
1e-06	N10461	0.0008558663	N2347
0.0373272084	N10681	0.0206215718	N2543
0.0481438716	N10469	0.053099968	N2354
0.0486629688	N10468	0.0477234382	N2353
0.0799210614	N10467	0.090204494	N2352
0.1785127891	N10466	0.2252744455	N2351
0.2296194078	N10464	0.2723108305	N2350
0.0352919362	N10680	0.0200205411	N2542
0.2739716264	N10470	0.3196342387	N2355
0.0325457098	N10679	0.0188699393	N2541
0.0530941214	N10482	0.1023860184	N2361
0.058999424	N10474	0.0713160416	N2360
0.1242379252	N10471	0.1237458043	N2358
0.1769799279	N10472	0.1557050858	N2359
0.0661740044	N10480	0.0524214164	N2357
0.2112141081	N10476	0.1563389047	N2356
0.0249268983	N10500	0.0263557035	N2369
0.0271182072	N10499	0.017955894	N2368
0.0239669159	N10498	0.0181475241	N2367
0.036390323100000004	N10497	0.0351848657	N2366
0.0881424124	N10495	0.0661457438	N2365
0.0831226552	N10492	0.0931099215	N2362
0.0852825512	N10494	0.0955666059	N2364
0.0348656615	N10493	0.0507918025	N2363
0.0257940279	N10677	0.0311708199	N2539
0.0331116878	N10504	0.0598645379	N2373
0.11678649540000001	N10503	0.1178405094	N2372
0.0541877692	N10502	0.0644570721	N2371
0.0492885761	N10675	0.0126358096	N2538
0.0372608866	N10510	0.0454746576	N2473
0.0263574062	N10505	0.0275521757	N2470
0.1895077125	N10507	0.1993974671	N2472
0.0123481204	N10506	0.0076825998	N2471
0.0371745385	N10584	0.051474806	N2446
0.0932954346	N10581	0.0227411437	N2445
0.0458899202	N10518	0.0530989	N2377
0.0493046408	N10517	0.049157186	N2376
0.0331139401	N10580	0.0294136264	N2444
0.2062852882	N10520	0.2875117133	N2379
0.0059546393	N10519	0.005104791	N2378
0.0242271479	N10579	0.0097812653	N2443
0.1615043739	N10528	0.2151710033	N2387
0.0699466737	N10521	0.0804518755	N2380
0.0500375425	N10527	0.0602694685	N2386
0.0318406339	N10526	0.0370072504	N2385
0.0106774021	N10525	0.0138223141	N2384
0.0032553518	N10522	0.0029469746	N2382
0.0029590925	N10523	0.0032468222	N2381
0.0292272083	N10578	0.0230046256	N2442
0.0539432617	N10531	0.0850024946	N2390
0.0373182026	N10530	0.0341292948	N2389
0.0494159928	N10529	0.045511153	N2388
0.0251449041	N10577	0.0181805319	N2441
0.0274803375	N10576	0.0108473833	N2440
0.1667972249	N10535	0.1787090909	N2394
0.1044388522	N10532	0.1156187449	N2391
0.0541963973	N10534	0.0438837978	N2393
0.0683704574	N10533	0.0648802274	N2392
0.0284144378	N10575	0.0253782748	N2439
0.1135403273	N10536	0.156309568	N2402
0.0551383832	N10550	0.0727013537	N2414
0.0449346641	N10540	0.0405878785	N2403
0.0682136192	N10549	0.0636557863	N2413
0.2159239826	N10541	0.2839793064	N2404
0.0471680107	N10548	0.0505799405	N2412
0.0263699258	N10542	0.0360140701	N2406
0.0613652971	N10547	0.0863690509	N2411
0.0018931449	N10544	0.0062670582	N2408
1e-06	N10543	0.0009033705	N2407
2e-06	N10546	0.0026621492	N2410
2e-06	N10545	0.002570249	N2409
0.2284609199	N10538	0.2711428494	N2401
0.0222924735	N10537	0.0341935744	N2400
0.0386833428	N10573	0.0354894214	N2436
0.0835150343	N10552	0.0941746581	N2415
0.1623642257	N10572	0.2167432577	N2435
0.0048862771	N10561	0.0014745765	N2424
0.0047238765999999995	N10556	0.0018109781	N2419
0.0053574424	N10555	0.0044790521	N2418
0.004181727200000001	N10554	0.003047067	N2417
0.003799229	N10553	0.0025528816	N2416
0.0046406696	N10560	0.0042323235	N2423
0.0046011833000000005	N10557	0.0035179257	N2420
0.0039832651	N10559	0.0043600088	N2422
0.0047391904	N10558	0.011329712	N2421
0.0046046472	N10571	0.0030949716	N2434
0.0053725375	N10562	0.0038232816	N2425
0.0041924556	N10570	0.0046357375	N2433
0.0038664479	N10569	0.0020182895	N2432
0.0029161557	N10563	0.0099602702	N2426
0.0030002217	N10568	0.0023109952	N2431
0.002392345	N10564	0.0061255134	N2427
0.0027506521	N10567	0.0009538965	N2430
0.0024810018	N10565	0.0020174134	N2428
