0.0,10K
0.0,10K
0.0,10K
0.38,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.01,10K
0.41,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.06,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.94,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.02,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.04,10K
0.0,10K
0.0,10K
0.63,10K
0.32,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.02,10K
0.0,10K
0.0,10K
0.0,10K
0.49,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.6,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.59,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.01,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.02,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.4,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.81,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.09,10K
0.0,10K
0.0,10K
0.0,10K
0.12,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.33,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.24,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.54,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.42,10K
0.0,10K
0.14,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.36,10K
0.16,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.36,10K
0.0,10K
0.0,10K
0.0,10K
0.32,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.64,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.09,10K
0.46,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.51,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.19,10K
0.0,10K
0.02,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.46,10K
0.96,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.41,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.07,10K
0.0,10K
0.0,10K
0.3,10K
0.19,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.06,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.0,10K
0.74,10K
0.01,10K
0.0,10K
0.0,10K
0.0,10K
0.59,10K
