3587	5000
6719	5000
2558	5000
116	5000
2724	5000
4116	5000
5836	5000
1488	5000
3388	5000
3321	5000
3929	5000
1360	5000
5426	5000
3188	5000
4098	5000
6368	5000
662	5000
335	5000
5201	5000
287	5000
7004	5000
2933	5000
6878	5000
4852	5000
1062	5000
4826	5000
6558	5000
6490	5000
6943	5000
600	5000
4518	5000
6182	5000
4179	5000
3485	5000
2414	5000
2133	5000
1271	5000
20	5000
3813	5000
86	5000
2678	5000
5589	5000
3046	5000
6010	5000
2984	5000
7274	5000
4482	5000
5150	5000
2721	5000
4722	5000
154	5000
7987	5000
9282	5000
9969	5000
4432	5000
649	5000
5861	5000
6520	5000
2589	5000
2854	5000
4730	5000
611	5000
3232	5000
7104	5000
6647	5000
5529	5000
2237	5000
7134	5000
4014	5000
6613	5000
1598	5000
4029	5000
152	5000
1524	5000
6797	5000
3269	5000
2622	5000
977	5000
4040	5000
7275	5000
6521	5000
932	5000
1077	5000
9844	5000
8551	5000
9498	5000
8559	5000
8331	5000
9116	5000
8969	5000
8865	5000
7915	5000
8723	5000
