6819	5000
8430	5000
345	5000
5549	5000
5740	5000
8214	5000
9955	5000
4999	5000
2282	5000
1020	5000
7680	5000
6033	5000
4821	5000
4117	5000
5645	5000
5215	5000
4338	5000
7199	5000
57	5000
4114	5000
5930	5000
4385	5000
4691	5000
4698	5000
972	5000
5649	5000
9718	5000
1313	5000
719	5000
1932	5000
7217	5000
3834	5000
1178	5000
5535	5000
2528	5000
798	5000
2884	5000
8965	5000
4680	5000
6642	5000
5795	5000
3166	5000
1565	5000
453	5000
871	5000
5622	5000
4287	5000
7378	5000
5803	5000
1580	5000
6950	5000
6790	5000
4778	5000
7472	5000
1277	5000
6060	5000
558	5000
1941	5000
3648	5000
2344	5000
4591	5000
5888	5000
7922	5000
8071	5000
9749	5000
9135	5000
8816	5000
9911	5000
8212	5000
7954	5000
4273	5000
8070	5000
8250	5000
7941	5000
9435	5000
8293	5000
7951	5000
9383	5000
5208	5000
1566	5000
1915	5000
6249	5000
3695	5000
5495	5000
4025	5000
7226	5000
5099	5000
5235	5000
2595	5000
3927	5000
2547	5000
293	5000
2160	5000
5808	5000
779	5000
566	5000
4762	5000
6256	5000
540	5000
5459	5000
4920	5000
7213	5000
6682	5000
793	5000
1209	5000
2113	5000
1552	5000
6310	5000
6359	5000
6657	5000
507	5000
364	5000
4948	5000
4154	5000
3032	5000
7517	5000
5250	5000
2412	5000
3841	5000
1660	5000
6556	5000
970	5000
3913	5000
7469	5000
4672	5000
4135	5000
6270	5000
4662	5000
858	5000
7698	5000
7690	5000
8184	5000
8987	5000
9174	5000
9280	5000
7644	5000
9679	5000
6005	5000
7608	5000
9113	5000
8110	5000
9615	5000
9326	5000
9654	5000
9192	5000
8959	5000
8596	5000
9831	5000
6907	5000
5761	5000
5755	5000
1776	5000
6285	5000
5710	5000
2210	5000
212	5000
3004	5000
6769	5000
2509	5000
2253	5000
5802	5000
7179	5000
1008	5000
5556	5000
1475	5000
5176	5000
1486	5000
410	5000
1436	5000
6660	5000
4538	5000
1569	5000
4362	5000
446	5000
4156	5000
2812	5000
4776	5000
1730	5000
4426	5000
16	5000
4431	5000
110	5000
7194	5000
6105	5000
3916	5000
2499	5000
4951	5000
6319	5000
4157	5000
6533	5000
2033	5000
6964	5000
3877	5000
5205	5000
2138	5000
3482	5000
2091	5000
8468	5000
9251	5000
9756	5000
9769	5000
7692	5000
9761	5000
4279	5000
7952	5000
8907	5000
9215	5000
8312	5000
8063	5000
7790	5000
8000	5000
2492	5000
2703	5000
7476	5000
3298	5000
6654	5000
1677	5000
3308	5000
7225	5000
6895	5000
925	5000
4848	5000
4271	5000
1965	5000
598	5000
3936	5000
6664	5000
3063	5000
7249	5000
2478	5000
1950	5000
5898	5000
7006	5000
6504	5000
2172	5000
2656	5000
1637	5000
576	5000
4505	5000
7502	5000
5884	5000
4122	5000
6744	5000
5809	5000
26	5000
5292	5000
4740	5000
3588	5000
2690	5000
5192	5000
3113	5000
3611	5000
4743	5000
1287	5000
3105	5000
127	5000
168	5000
4076	5000
5193	5000
6450	5000
7413	5000
1341	5000
6078	5000
7112	5000
6566	5000
4923	5000
8913	5000
8638	5000
9160	5000
8695	5000
9249	5000
8458	5000
8374	5000
7697	5000
7907	5000
8143	5000
7626	5000
7726	5000
8509	5000
8531	5000
9342	5000
7721	5000
7624	5000
7557	5000
9524	5000
7787	5000
8555	5000
3145	5000
578	5000
5791	5000
6604	5000
4715	5000
8926	5000
1383	5000
2850	5000
4439	5000
3173	5000
5846	5000
5733	5000
7322	5000
3800	5000
6480	5000
6715	5000
8122	5000
938	5000
6268	5000
4215	5000
712	5000
7327	5000
900	5000
711	5000
1390	5000
1256	5000
5840	5000
8653	5000
1150	5000
7113	5000
1455	5000
3979	5000
3697	5000
4498	5000
4306	5000
5613	5000
1086	5000
1122	5000
8893	5000
695	5000
8325	5000
8480	5000
8506	5000
7980	5000
7789	5000
8577	5000
8498	5000
8315	5000
8845	5000
1484	5000
6889	5000
5382	5000
6586	5000
2917	5000
6539	5000
5583	5000
3833	5000
2004	5000
5115	5000
6394	5000
8304	5000
1066	5000
6974	5000
3749	5000
811	5000
1421	5000
2939	5000
2966	5000
5295	5000
898	5000
4720	5000
1717	5000
3946	5000
1543	5000
2453	5000
4394	5000
3172	5000
4902	5000
6554	5000
3506	5000
7347	5000
6055	5000
1948	5000
5646	5000
1748	5000
7898	5000
9237	5000
9835	5000
7568	5000
9321	5000
9977	5000
8048	5000
7938	5000
4836	5000
4399	5000
6345	5000
1784	5000
3600	5000
3372	5000
4002	5000
828	5000
2486	5000
1238	5000
6151	5000
3360	5000
13	5000
139	5000
6115	5000
2142	5000
2791	5000
3199	5000
816	5000
2635	5000
2819	5000
9992	5000
9255	5000
3079	5000
3794	5000
6065	5000
3412	5000
